open,high,low,close,volume,timestamp,datetime
805.0,805.0,805.0,805.0,50.0,1776746880.0,2026-04-21 10:18:00+05:30
805.0,805.0,805.0,805.0,0.0,1776747000.0,2026-04-21 10:20:00+05:30
805.0,805.0,805.0,805.0,0.0,1776747300.0,2026-04-21 10:25:00+05:30
805.0,805.0,805.0,805.0,0.0,1776747600.0,2026-04-21 10:30:00+05:30
805.0,805.0,805.0,805.0,0.0,1776747900.0,2026-04-21 10:35:00+05:30
805.0,805.0,805.0,805.0,0.0,1776748200.0,2026-04-21 10:40:00+05:30
805.0,805.0,805.0,805.0,0.0,1776748500.0,2026-04-21 10:45:00+05:30
805.0,805.0,805.0,805.0,0.0,1776748800.0,2026-04-21 10:50:00+05:30
805.0,805.0,805.0,805.0,0.0,1776749100.0,2026-04-21 10:55:00+05:30
805.0,805.0,805.0,805.0,0.0,1776749400.0,2026-04-21 11:00:00+05:30
805.0,805.0,805.0,805.0,0.0,1776749700.0,2026-04-21 11:05:00+05:30
805.0,805.0,805.0,805.0,0.0,1776750000.0,2026-04-21 11:10:00+05:30
805.0,805.0,805.0,805.0,0.0,1776750300.0,2026-04-21 11:15:00+05:30
805.0,805.0,805.0,805.0,0.0,1776750600.0,2026-04-21 11:20:00+05:30
805.0,805.0,805.0,805.0,0.0,1776750900.0,2026-04-21 11:25:00+05:30
805.0,805.0,805.0,805.0,0.0,1776751200.0,2026-04-21 11:30:00+05:30
805.0,888.0,805.0,888.0,50.0,1776751500.0,2026-04-21 11:35:00+05:30
888.0,888.0,888.0,888.0,0.0,1776751800.0,2026-04-21 11:40:00+05:30
888.0,888.0,888.0,888.0,0.0,1776752100.0,2026-04-21 11:45:00+05:30
888.0,888.0,888.0,888.0,0.0,1776752400.0,2026-04-21 11:50:00+05:30
888.0,888.0,888.0,888.0,0.0,1776752700.0,2026-04-21 11:55:00+05:30
888.0,888.0,888.0,888.0,0.0,1776753000.0,2026-04-21 12:00:00+05:30
888.0,888.0,888.0,888.0,0.0,1776753300.0,2026-04-21 12:05:00+05:30
888.0,888.0,888.0,888.0,0.0,1776753600.0,2026-04-21 12:10:00+05:30
888.0,888.0,832.16,832.16,50.0,1776753900.0,2026-04-21 12:15:00+05:30
832.16,832.16,832.16,832.16,0.0,1776754200.0,2026-04-21 12:20:00+05:30
832.16,832.16,832.16,832.16,0.0,1776754500.0,2026-04-21 12:25:00+05:30
832.16,832.16,832.16,832.16,0.0,1776754800.0,2026-04-21 12:30:00+05:30
832.16,844.0,832.16,844.0,50.0,1776755100.0,2026-04-21 12:35:00+05:30
844.0,844.0,844.0,844.0,0.0,1776755400.0,2026-04-21 12:40:00+05:30
844.0,844.0,844.0,844.0,0.0,1776755700.0,2026-04-21 12:45:00+05:30
844.0,844.0,844.0,844.0,0.0,1776756000.0,2026-04-21 12:50:00+05:30
844.0,844.0,844.0,844.0,0.0,1776756300.0,2026-04-21 12:55:00+05:30
844.0,844.0,844.0,844.0,0.0,1776756600.0,2026-04-21 13:00:00+05:30
844.0,844.0,844.0,844.0,0.0,1776756900.0,2026-04-21 13:05:00+05:30
844.0,844.0,844.0,844.0,0.0,1776757200.0,2026-04-21 13:10:00+05:30
844.0,844.0,844.0,844.0,0.0,1776757500.0,2026-04-21 13:15:00+05:30
844.0,844.0,844.0,844.0,0.0,1776757800.0,2026-04-21 13:20:00+05:30
844.0,844.0,844.0,844.0,0.0,1776758100.0,2026-04-21 13:25:00+05:30
844.0,844.0,844.0,844.0,0.0,1776758400.0,2026-04-21 13:30:00+05:30
844.0,844.0,844.0,844.0,0.0,1776758700.0,2026-04-21 13:35:00+05:30
844.0,844.0,844.0,844.0,0.0,1776759000.0,2026-04-21 13:40:00+05:30
844.0,844.0,844.0,844.0,0.0,1776759300.0,2026-04-21 13:45:00+05:30
844.0,844.0,844.0,844.0,0.0,1776759600.0,2026-04-21 13:50:00+05:30
844.0,844.0,844.0,844.0,0.0,1776759900.0,2026-04-21 13:55:00+05:30
844.0,845.0,833.0,833.0,100.0,1776760200.0,2026-04-21 14:00:00+05:30
833.0,845.0,833.0,845.0,50.0,1776760500.0,2026-04-21 14:05:00+05:30
845.0,845.0,845.0,845.0,0.0,1776760800.0,2026-04-21 14:10:00+05:30
845.0,845.0,845.0,845.0,0.0,1776761100.0,2026-04-21 14:15:00+05:30
845.0,845.0,845.0,845.0,0.0,1776761400.0,2026-04-21 14:20:00+05:30
845.0,845.0,845.0,845.0,0.0,1776761700.0,2026-04-21 14:25:00+05:30
