date,total_stocks,up_gt_1pct,up_gt_2pct,down_gt_1pct,down_gt_2pct,moved_gt_1pct,moved_gt_2pct,pct_moved_gt_1pct,pct_moved_gt_2pct,pct_up_gt_1pct,pct_up_gt_2pct,pct_down_gt_1pct,pct_down_gt_2pct
2025-01-20,2320,923,549,351,184,1274,733,54.9,31.6,39.8,23.7,15.1,7.9
2025-01-21,2288,219,114,1468,900,1687,1014,73.7,44.3,9.6,5.0,64.2,39.3
2025-01-22,2285,240,108,1348,875,1588,983,69.5,43.0,10.5,4.7,59.0,38.3
2025-01-23,2287,728,376,483,223,1211,599,53.0,26.2,31.8,16.4,21.1,9.8
2025-01-24,2289,166,95,1518,1010,1684,1105,73.6,48.3,7.3,4.2,66.3,44.1
2025-01-27,2321,82,51,1965,1718,2047,1769,88.2,76.2,3.5,2.2,84.7,74.0
2025-01-28,2289,389,224,1207,837,1596,1061,69.7,46.4,17.0,9.8,52.7,36.6
2025-01-29,2288,1595,1239,217,143,1812,1382,79.2,60.4,69.7,54.2,9.5,6.2
2025-01-30,2286,722,411,622,330,1344,741,58.8,32.4,31.6,18.0,27.2,14.4
2025-01-31,2287,1301,811,257,148,1558,959,68.1,41.9,56.9,35.5,11.2,6.5
2025-02-03,2320,311,197,1380,997,1691,1194,72.9,51.5,13.4,8.5,59.5,43.0
2025-02-04,2298,1126,634,349,192,1475,826,64.2,35.9,49.0,27.6,15.2,8.4
2025-02-05,2298,1055,627,318,141,1373,768,59.7,33.4,45.9,27.3,13.8,6.1
2025-02-06,2296,548,318,719,344,1267,662,55.2,28.8,23.9,13.9,31.3,15.0
2025-02-07,2302,349,189,992,512,1341,701,58.3,30.5,15.2,8.2,43.1,22.2
2025-02-10,2329,192,109,1609,1150,1801,1259,77.3,54.1,8.2,4.7,69.1,49.4
2025-02-11,2304,78,48,1977,1662,2055,1710,89.2,74.2,3.4,2.1,85.8,72.1
2025-02-12,2300,476,306,990,669,1466,975,63.7,42.4,20.7,13.3,43.0,29.1
2025-02-13,2303,571,341,760,460,1331,801,57.8,34.8,24.8,14.8,33.0,20.0
2025-02-14,2302,118,73,1807,1523,1925,1596,83.6,69.3,5.1,3.2,78.5,66.2
2025-02-17,2332,408,228,1189,897,1597,1125,68.5,48.2,17.5,9.8,51.0,38.5
2025-02-18,2303,241,135,1390,1091,1631,1226,70.8,53.2,10.5,5.9,60.4,47.4
2025-02-19,2306,1424,1080,274,158,1698,1238,73.6,53.7,61.8,46.8,11.9,6.9
2025-02-20,2305,1227,799,281,148,1508,947,65.4,41.1,53.2,34.7,12.2,6.4
2025-02-21,2306,470,284,929,491,1399,775,60.7,33.6,20.4,12.3,40.3,21.3
2025-02-24,2337,285,153,1350,819,1635,972,70.0,41.6,12.2,6.5,57.8,35.0
2025-02-25,2310,390,216,858,456,1248,672,54.0,29.1,16.9,9.4,37.1,19.7
2025-02-27,2310,198,110,1558,1140,1756,1250,76.0,54.1,8.6,4.8,67.4,49.4
2025-02-28,2309,152,88,1792,1459,1944,1547,84.2,67.0,6.6,3.8,77.6,63.2
2025-03-03,2336,377,229,1314,1015,1691,1244,72.4,53.3,16.1,9.8,56.2,43.5
2025-03-04,2320,946,583,523,312,1469,895,63.3,38.6,40.8,25.1,22.5,13.4
2025-03-05,2323,1784,1412,119,65,1903,1477,81.9,63.6,76.8,60.8,5.1,2.8
2025-03-06,2323,1378,917,188,89,1566,1006,67.4,43.3,59.3,39.5,8.1,3.8
2025-03-07,2323,925,602,388,166,1313,768,56.5,33.1,39.8,25.9,16.7,7.1
2025-03-10,2340,210,140,1566,1238,1776,1378,75.9,58.9,9.0,6.0,66.9,52.9
2025-03-11,2321,371,197,1124,720,1495,917,64.4,39.5,16.0,8.5,48.4,31.0
2025-03-12,2322,357,187,1052,621,1409,808,60.7,34.8,15.4,8.1,45.3,26.7
2025-03-13,2319,318,176,1007,548,1325,724,57.1,31.2,13.7,7.6,43.4,23.6
2025-03-17,2344,445,224,1092,741,1537,965,65.6,41.2,19.0,9.6,46.6,31.6
2025-03-18,2324,1603,1101,236,148,1839,1249,79.1,53.7,69.0,47.4,10.2,6.4
2025-03-19,2326,1523,1152,178,89,1701,1241,73.1,53.4,65.5,49.5,7.7,3.8
2025-03-20,2326,865,480,431,210,1296,690,55.7,29.7,37.2,20.6,18.5,9.0
2025-03-21,2327,1253,785,280,130,1533,915,65.9,39.3,53.8,33.7,12.0,5.6
2025-03-24,2349,1055,615,437,206,1492,821,63.5,35.0,44.9,26.2,18.6,8.8
2025-03-25,2328,233,134,1497,1119,1730,1253,74.3,53.8,10.0,5.8,64.3,48.1
2025-03-26,2330,186,97,1497,1112,1683,1209,72.2,51.9,8.0,4.2,64.2,47.7
2025-03-27,2332,702,437,834,570,1536,1007,65.9,43.2,30.1,18.7,35.8,24.4
2025-03-28,2335,436,226,1061,644,1497,870,64.1,37.3,18.7,9.7,45.4,27.6
2025-04-01,2357,1249,969,522,253,1771,1222,75.1,51.8,53.0,41.1,22.1,10.7
2025-04-02,2338,1104,646,259,111,1363,757,58.3,32.4,47.2,27.6,11.1,4.7
2025-04-03,2337,1168,736,295,159,1463,895,62.6,38.3,50.0,31.5,12.6,6.8
2025-04-04,2339,208,127,1771,1454,1979,1581,84.6,67.6,8.9,5.4,75.7,62.2
2025-04-07,2355,84,46,2076,1867,2160,1913,91.7,81.2,3.6,2.0,88.2,79.3
2025-04-08,2339,1650,1173,182,105,1832,1278,78.3,54.6,70.5,50.1,7.8,4.5
2025-04-09,2337,408,204,1094,624,1502,828,64.3,35.4,17.5,8.7,46.8,26.7
2025-04-11,2339,1672,1146,133,62,1805,1208,77.2,51.6,71.5,49.0,5.7,2.7
2025-04-15,2361,1878,1445,112,65,1990,1510,84.3,64.0,79.5,61.2,4.7,2.8
2025-04-16,2341,1050,571,275,120,1325,691,56.6,29.5,44.9,24.4,11.7,5.1
2025-04-17,2343,875,426,375,136,1250,562,53.4,24.0,37.3,18.2,16.0,5.8
2025-04-21,2359,1396,845,246,123,1642,968,69.6,41.0,59.2,35.8,10.4,5.2
2025-04-22,2338,870,513,373,162,1243,675,53.2,28.9,37.2,21.9,16.0,6.9
2025-04-23,2336,662,346,606,258,1268,604,54.3,25.9,28.3,14.8,25.9,11.0
2025-04-24,2335,555,311,576,284,1131,595,48.4,25.5,23.8,13.3,24.7,12.2
2025-04-25,2334,114,65,1850,1523,1964,1588,84.1,68.0,4.9,2.8,79.3,65.3
2025-04-28,2358,677,313,669,329,1346,642,57.1,27.2,28.7,13.3,28.4,14.0
2025-04-29,2335,491,219,633,279,1124,498,48.1,21.3,21.0,9.4,27.1,11.9
2025-04-30,2335,201,98,1472,988,1673,1086,71.6,46.5,8.6,4.2,63.0,42.3
2025-05-02,2339,423,207,749,367,1172,574,50.1,24.5,18.1,8.8,32.0,15.7
2025-05-05,2360,1090,587,336,170,1426,757,60.4,32.1,46.2,24.9,14.2,7.2
2025-05-06,2341,155,67,1699,1339,1854,1406,79.2,60.1,6.6,2.9,72.6,57.2
2025-05-07,2343,843,438,479,243,1322,681,56.4,29.1,36.0,18.7,20.4,10.4
2025-05-08,2341,342,173,1147,621,1489,794,63.6,33.9,14.6,7.4,49.0,26.5
2025-05-09,2339,341,179,1032,577,1373,756,58.7,32.3,14.6,7.7,44.1,24.7
