date,symbol,gap_pct,entry_price,sl_price,target1_price,target2_price,risk_pct,first_candle_green,entry_triggered,outcome,exit_price,pnl_pct,pnl_rs,exit_candle,partial_pnl_rs,trail_pnl_rs,max_favorable,max_adverse
2026-03-09,ADANIENT,-3.25,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-04-13,ADANIENT,-4.15,2040.0,2000.2,2079.8,2119.6,1.95,True,True,WIN_FULL,2119.6,2.95,2945.2,8,955.2,1990.0,3.95,0.0
2026-03-02,ADANIPORTS,-3.74,1477.6,1457.2,1498.0,1518.4,1.38,True,True,LOSS,1457.2,-1.37,-1366.8,34,0.0,-1366.8,1.23,1.39
2026-03-09,ADANIPORTS,-4.56,1435.0999755859375,1410.0999755859375,1460.0999755859375,1485.0999755859375,1.7420389119435906,True,False,NO_ENTRY,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-04-13,ADANIPORTS,-3.25,1442.2,1423.0,1461.4,1480.6,1.33,True,True,WIN_FULL,1458.2,1.21,1212.8,15,652.8,560.0,1.41,0.02
2026-03-02,AMBER,-3.07,7869.5,7725.0,8014.0,8158.5,1.84,True,True,LOSS,7725.0,-1.73,-1734.0,41,0.0,-1734.0,1.15,1.85
2026-03-02,ASHOKA,-4.58,127.2,125.0,129.4,131.6,1.73,True,True,WIN_FULL,130.4,2.12,2122.2,9,864.6,1257.6,2.95,0.0
2026-04-02,ASHOKA,-4.19,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-03-02,ASIANPAINT,-3.2,2328.2,2300.1,2356.3,2384.4,1.21,True,True,LOSS,2300.1,-1.18,-1180.19,39,0.0,-1180.19,0.0,1.51
2026-03-09,ASIANPAINT,-3.58,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-03-09,AUROPHARMA,-3.09,1212.5,1193.8,1231.2,1249.9,1.54,True,True,WIN_FULL,1230.4,1.5,1500.6,30,766.7,733.9,1.7,0.61
2026-04-27,AXISBANK,-3.12,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-03-09,BAJFINANCE,-3.68,923.45,912.6,934.3,945.15,1.17,True,True,WIN_FULL,931.95,1.04,1044.9,66,585.9,459.0,1.52,0.11
2026-03-02,BALKRISIND,-3.49,2325.0,2294.0,2356.0,2387.0,1.33,True,True,LOSS,2294.0,-1.33,-1333.0,13,0.0,-1333.0,0.43,1.47
2026-03-02,BERGEPAINT,-5.16,443.95,433.0,454.9,465.85,2.47,True,True,WIN_TRAIL,447.4,0.78,776.25,73,0.0,776.25,2.37,0.91
2026-03-09,BERGEPAINT,-3.45,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-03-02,BPCL,-4.04,376.7,367.35,386.05,395.4,2.48,True,True,SMALL_LOSS,374.35,-0.62,-622.75,73,0.0,-622.75,0.0,1.88
2026-03-09,BPCL,-4.83,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2026-03-19,BPCL,-3.37,0.0,0.0,0.0,0.0,0.0,False,False,NO_SIGNAL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
