date,symbol,gap_pct,direction,entry_price,sl_price,target_price,outcome,exit_price,pnl_pct,pnl_rs,exit_time,candle_idx,month,gap_bucket
2024-11-25,ACC,2.1,SHORT,2133.55,2149.55,2101.55,LOSS,2149.55,-0.75,-736.07,2024-11-25 10:15:00+05:30,1,2024-11,2-3%
2025-01-16,ACC,3.45,SHORT,2037.7,2052.98,2007.13,LOSS,2052.98,-0.75,-748.85,2025-01-16 09:15:00+05:30,0,2025-01,3-5%
2025-04-07,ACC,-4.13,LONG,1885.05,1870.91,1913.33,WIN,1913.33,1.5,1498.61,2025-04-07 09:15:00+05:30,0,2025-04,3-5%
2025-05-12,ACC,2.08,SHORT,1849.8,1863.67,1822.05,LOSS,1863.67,-0.75,-749.17,2025-05-12 09:15:00+05:30,0,2025-05,2-3%
2025-08-18,ACC,2.53,SHORT,1826.4,1840.1,1799.0,LOSS,1840.1,-0.75,-739.69,2025-08-18 09:15:00+05:30,0,2025-08,2-3%
2025-11-03,ACC,2.09,SHORT,1919.2,1933.59,1890.41,WIN,1890.41,1.5,1496.98,2025-11-03 09:15:00+05:30,0,2025-11,2-3%
2026-03-09,ACC,-2.05,LONG,1469.3,1458.28,1491.34,LOSS,1458.28,-0.75,-749.34,2026-03-09 09:15:00+05:30,0,2026-03,2-3%
2026-04-01,ACC,2.61,SHORT,1285.6,1295.24,1266.32,LOSS,1295.24,-0.75,-742.43,2026-04-01 09:15:00+05:30,0,2026-04,2-3%
2026-04-08,ACC,2.69,SHORT,1376.0,1386.32,1355.36,LOSS,1386.32,-0.75,-743.04,2026-04-08 09:15:00+05:30,0,2026-04,2-3%
2026-04-15,ACC,2.31,SHORT,1439.2,1449.99,1417.61,FLAT,1431.2,0.56,552.0,2026-04-15 15:15:00+05:30,6,2026-04,2-3%
2024-05-30,ALKEM,-2.76,LONG,5134.7,5096.19,5211.72,LOSS,5096.19,-0.75,-731.69,2024-05-30 09:15:00+05:30,0,2024-05,2-3%
2025-04-07,ALKEM,-4.39,LONG,4622.9,4588.23,4692.24,WIN,4692.24,1.5,1456.21,2025-04-07 09:15:00+05:30,0,2025-04,3-5%
2025-05-30,ALKEM,-3.28,LONG,5121.0,5082.59,5197.81,LOSS,5082.59,-0.75,-729.74,2025-05-30 09:15:00+05:30,0,2025-05,3-5%
2025-08-13,ALKEM,2.21,SHORT,5279.0,5318.59,5199.81,LOSS,5318.59,-0.75,-712.67,2025-08-13 09:15:00+05:30,0,2025-08,2-3%
2026-03-02,ALKEM,-2.1,LONG,5500.0,5458.75,5582.5,WIN,5582.5,1.5,1485.0,2026-03-02 09:15:00+05:30,0,2026-03,2-3%
2023-06-30,AMBER,-2.21,LONG,2207.9,2191.34,2241.02,LOSS,2191.34,-0.75,-745.17,2023-06-30 09:15:00+05:30,0,2023-06,2-3%
2023-08-25,AMBER,3.43,SHORT,2896.95,2918.68,2853.5,WIN,2853.5,1.5,1477.44,2023-08-25 09:15:00+05:30,0,2023-08,3-5%
2023-09-01,AMBER,3.39,SHORT,3005.05,3027.59,2959.97,LOSS,3027.59,-0.75,-743.75,2023-09-01 09:15:00+05:30,0,2023-09,3-5%
2023-09-07,AMBER,3.79,SHORT,3120.0,3143.4,3073.2,LOSS,3143.4,-0.75,-748.8,2023-09-07 09:15:00+05:30,0,2023-09,3-5%
2023-09-14,AMBER,2.51,SHORT,2921.4,2943.31,2877.58,LOSS,2943.31,-0.75,-744.96,2023-09-14 09:15:00+05:30,0,2023-09,2-3%
2023-10-23,AMBER,-4.83,LONG,2890.05,2868.37,2933.4,LOSS,2868.37,-0.75,-736.96,2023-10-23 09:15:00+05:30,0,2023-10,3-5%
2023-10-25,AMBER,4.07,SHORT,2888.0,2909.66,2844.68,LOSS,2909.66,-0.75,-736.44,2023-10-25 09:15:00+05:30,0,2023-10,3-5%
2023-11-13,AMBER,3.56,SHORT,3160.15,3183.85,3112.75,WIN,3112.75,1.5,1469.47,2023-11-13 09:15:00+05:30,0,2023-11,3-5%
2023-12-15,AMBER,2.2,SHORT,3184.0,3207.88,3136.24,LOSS,3207.88,-0.75,-740.28,2023-12-15 09:15:00+05:30,0,2023-12,2-3%
2024-01-29,AMBER,2.02,SHORT,4186.1,4217.5,4123.31,LOSS,4217.5,-0.75,-722.1,2024-01-29 09:15:00+05:30,0,2024-01,2-3%
2024-02-12,AMBER,-9.71,LONG,3690.0,3662.32,3745.35,WIN,3745.35,1.5,1494.45,2024-02-12 09:15:00+05:30,0,2024-02,5-10%
2024-02-14,AMBER,-2.69,LONG,3600.6,3573.6,3654.61,LOSS,3573.6,-0.75,-729.12,2024-02-14 09:15:00+05:30,0,2024-02,2-3%
2024-03-04,AMBER,2.47,SHORT,3661.3,3688.76,3606.38,WIN,3606.38,1.5,1482.83,2024-03-04 09:15:00+05:30,0,2024-03,2-3%
2024-03-18,AMBER,3.54,SHORT,3447.6,3473.46,3395.89,LOSS,3473.46,-0.75,-749.85,2024-03-18 09:15:00+05:30,0,2024-03,3-5%
2024-03-22,AMBER,3.2,SHORT,3478.85,3504.94,3426.67,LOSS,3504.94,-0.75,-730.56,2024-03-22 09:15:00+05:30,0,2024-03,3-5%
2024-04-15,AMBER,-2.27,LONG,3611.05,3583.97,3665.22,LOSS,3583.97,-0.75,-731.24,2024-04-15 09:15:00+05:30,0,2024-04,2-3%
2024-06-03,AMBER,4.06,SHORT,3740.0,3768.05,3683.9,FLAT,3722.5,0.47,455.0,2024-06-03 15:15:00+05:30,6,2024-06,3-5%
2024-07-29,AMBER,2.51,SHORT,4490.2,4523.88,4422.85,LOSS,4523.88,-0.75,-740.88,2024-07-29 09:15:00+05:30,0,2024-07,2-3%
2024-08-05,AMBER,-3.53,LONG,4235.15,4203.39,4298.68,LOSS,4203.39,-0.75,-730.56,2024-08-05 09:15:00+05:30,0,2024-08,3-5%
2024-08-12,AMBER,-2.04,LONG,4227.0,4195.3,4290.4,LOSS,4195.3,-0.75,-729.16,2024-08-12 09:15:00+05:30,0,2024-08,2-3%
2024-10-21,AMBER,3.45,SHORT,5590.05,5631.98,5506.2,LOSS,5631.98,-0.75,-712.73,2024-10-21 09:15:00+05:30,0,2024-10,3-5%
2024-10-24,AMBER,-2.17,LONG,6269.1,6222.08,6363.14,LOSS,6222.08,-0.75,-705.27,2024-10-24 09:15:00+05:30,0,2024-10,2-3%
2024-10-25,AMBER,2.08,SHORT,6390.25,6438.18,6294.4,LOSS,6438.18,-0.75,-718.9,2024-10-25 09:15:00+05:30,0,2024-10,2-3%
2024-11-25,AMBER,2.49,SHORT,6647.55,6697.41,6547.84,WIN,6547.84,1.5,1495.7,2024-11-25 09:15:00+05:30,0,2024-11,2-3%
2025-01-24,AMBER,6.03,SHORT,7164.35,7218.08,7056.88,LOSS,7218.08,-0.75,-698.52,2025-01-24 09:15:00+05:30,0,2025-01,5-10%
2025-02-24,AMBER,-2.04,LONG,5879.0,5834.91,5967.18,LOSS,5834.91,-0.75,-749.57,2025-02-24 09:15:00+05:30,0,2025-02,2-3%
2025-03-11,AMBER,-2.09,LONG,6297.0,6249.77,6391.45,LOSS,6249.77,-0.75,-708.41,2025-03-11 09:15:00+05:30,0,2025-03,2-3%
2025-04-07,AMBER,-13.24,LONG,5746.25,5703.15,5832.44,WIN,5832.44,1.5,1465.29,2025-04-07 09:15:00+05:30,0,2025-04,10%+
2025-04-08,AMBER,4.52,SHORT,6428.2,6476.41,6331.78,LOSS,6476.41,-0.75,-723.17,2025-04-08 09:15:00+05:30,0,2025-04,3-5%
2025-04-11,AMBER,2.82,SHORT,6341.0,6388.56,6245.88,LOSS,6388.56,-0.75,-713.36,2025-04-11 09:15:00+05:30,0,2025-04,2-3%
2025-04-15,AMBER,3.85,SHORT,6750.0,6800.62,6648.75,LOSS,6800.62,-0.75,-708.75,2025-04-15 09:15:00+05:30,0,2025-04,3-5%
2025-05-09,AMBER,-2.49,LONG,5860.5,5816.55,5948.41,WIN,5948.41,1.5,1494.43,2025-05-09 09:15:00+05:30,0,2025-05,2-3%
2025-05-12,AMBER,4.9,SHORT,6110.5,6156.33,6018.84,LOSS,6156.33,-0.75,-733.26,2025-05-12 09:15:00+05:30,0,2025-05,3-5%
2025-07-31,AMBER,-2.31,LONG,7854.5,7795.59,7972.32,WIN,7972.32,1.5,1413.81,2025-07-31 10:15:00+05:30,1,2025-07,2-3%
2025-08-18,AMBER,5.29,SHORT,7250.0,7304.38,7141.25,LOSS,7304.38,-0.75,-706.88,2025-08-18 09:15:00+05:30,0,2025-08,5-10%
2025-11-07,AMBER,-10.0,LONG,7049.5,6996.63,7155.24,LOSS,6996.63,-0.75,-740.2,2025-11-07 09:15:00+05:30,0,2025-11,5-10%
2026-02-03,AMBER,3.46,SHORT,6206.5,6253.05,6113.4,LOSS,6253.05,-0.75,-744.78,2026-02-03 09:15:00+05:30,0,2026-02,3-5%
2026-02-10,AMBER,3.41,SHORT,7264.5,7318.98,7155.53,LOSS,7318.98,-0.75,-708.29,2026-02-10 09:15:00+05:30,0,2026-02,3-5%
2026-03-02,AMBER,-3.07,LONG,7725.0,7667.06,7840.87,WIN,7840.87,1.5,1390.5,2026-03-02 09:15:00+05:30,0,2026-03,3-5%
2026-03-04,AMBER,-2.29,LONG,7709.5,7651.68,7825.14,LOSS,7651.68,-0.75,-693.85,2026-03-04 09:15:00+05:30,0,2026-03,2-3%
2026-03-09,AMBER,-2.37,LONG,7693.5,7635.8,7808.9,LOSS,7635.8,-0.75,-692.42,2026-03-09 09:15:00+05:30,0,2026-03,2-3%
2026-03-17,AMBER,3.49,SHORT,6699.0,6749.24,6598.52,LOSS,6749.24,-0.75,-703.4,2026-03-17 09:15:00+05:30,0,2026-03,3-5%
2026-03-19,AMBER,-2.03,LONG,6711.0,6660.67,6811.66,LOSS,6660.67,-0.75,-704.65,2026-03-19 09:15:00+05:30,0,2026-03,2-3%
2026-03-24,AMBER,2.31,SHORT,6434.5,6482.76,6337.98,WIN,6337.98,1.5,1447.76,2026-03-24 09:15:00+05:30,0,2026-03,2-3%
2026-04-01,AMBER,2.34,SHORT,6702.5,6752.77,6601.96,LOSS,6752.77,-0.75,-703.76,2026-04-01 09:15:00+05:30,0,2026-04,2-3%
2026-04-08,AMBER,3.82,SHORT,6680.5,6730.6,6580.29,LOSS,6730.6,-0.75,-701.45,2026-04-08 09:15:00+05:30,0,2026-04,3-5%
2026-04-13,AMBER,-2.93,LONG,7032.5,6979.76,7137.99,WIN,7137.99,1.5,1476.82,2026-04-13 09:15:00+05:30,0,2026-04,2-3%
2023-12-04,AMBUJACEM,4.55,SHORT,460.55,464.0,453.64,LOSS,464.0,-0.75,-749.55,2023-12-04 09:15:00+05:30,0,2023-12,3-5%
2023-12-27,AMBUJACEM,2.23,SHORT,518.45,522.34,510.67,LOSS,522.34,-0.75,-746.57,2023-12-27 09:15:00+05:30,0,2023-12,2-3%
2024-04-18,AMBUJACEM,2.27,SHORT,631.55,636.29,622.08,WIN,622.08,1.5,1496.77,2024-04-18 14:15:00+05:30,5,2024-04,2-3%
2024-06-03,AMBUJACEM,5.96,SHORT,671.85,676.89,661.77,WIN,661.77,1.5,1491.51,2024-06-03 09:15:00+05:30,0,2024-06,5-10%
2024-06-14,AMBUJACEM,3.6,SHORT,688.2,693.36,677.88,WIN,677.88,1.5,1496.84,2024-06-14 09:15:00+05:30,0,2024-06,3-5%
2024-08-23,AMBUJACEM,4.19,SHORT,658.3,663.24,648.43,WIN,648.43,1.5,1491.05,2024-08-23 09:15:00+05:30,0,2024-08,3-5%
2024-11-21,AMBUJACEM,-10.43,LONG,494.6,490.89,502.02,LOSS,490.89,-0.75,-749.32,2024-11-21 09:15:00+05:30,0,2024-11,10%+
2025-01-16,AMBUJACEM,2.46,SHORT,532.1,536.09,524.12,LOSS,536.09,-0.75,-746.27,2025-01-16 09:15:00+05:30,0,2025-01,2-3%
2025-02-03,AMBUJACEM,-3.47,LONG,495.0,491.29,502.42,LOSS,491.29,-0.75,-749.92,2025-02-03 09:15:00+05:30,0,2025-02,3-5%
2025-02-19,AMBUJACEM,-2.31,LONG,475.5,471.93,482.63,WIN,482.63,1.5,1497.82,2025-02-19 09:15:00+05:30,0,2025-02,2-3%
2025-04-07,AMBUJACEM,-2.65,LONG,514.85,510.99,522.57,LOSS,510.99,-0.75,-749.11,2025-04-07 09:15:00+05:30,0,2025-04,2-3%
2025-05-12,AMBUJACEM,2.37,SHORT,540.0,544.05,531.9,FLAT,541.65,-0.31,-305.25,2025-05-12 15:15:00+05:30,6,2025-05,2-3%
2025-08-18,AMBUJACEM,3.28,SHORT,597.0,601.48,588.04,LOSS,601.48,-0.75,-747.74,2025-08-18 09:15:00+05:30,0,2025-08,3-5%
2025-09-04,AMBUJACEM,2.63,SHORT,588.85,593.27,580.02,LOSS,593.27,-0.75,-746.37,2025-09-04 09:15:00+05:30,0,2025-09,2-3%
2025-12-23,AMBUJACEM,3.76,SHORT,560.25,564.45,551.85,WIN,551.85,1.5,1495.87,2025-12-23 09:15:00+05:30,0,2025-12,3-5%
2026-02-03,AMBUJACEM,5.61,SHORT,539.15,543.19,531.06,WIN,531.06,1.5,1496.14,2026-02-03 09:15:00+05:30,0,2026-02,5-10%
2026-03-09,AMBUJACEM,-2.65,LONG,453.65,450.25,460.45,LOSS,450.25,-0.75,-748.52,2026-03-09 09:15:00+05:30,0,2026-03,2-3%
2026-03-24,AMBUJACEM,3.0,SHORT,407.2,410.25,401.09,WIN,401.09,1.5,1496.46,2026-03-24 09:15:00+05:30,0,2026-03,2-3%
2026-04-01,AMBUJACEM,3.15,SHORT,414.0,417.1,407.79,LOSS,417.1,-0.75,-748.31,2026-04-01 09:15:00+05:30,0,2026-04,3-5%
2026-04-08,AMBUJACEM,4.16,SHORT,437.95,441.23,431.38,LOSS,441.23,-0.75,-748.89,2026-04-08 09:15:00+05:30,0,2026-04,3-5%
2026-04-13,AMBUJACEM,-2.91,LONG,433.0,429.75,439.49,LOSS,429.75,-0.75,-746.93,2026-04-13 09:15:00+05:30,0,2026-04,2-3%
2024-01-23,APOLLOHOSP,3.36,SHORT,6299.15,6346.39,6204.66,WIN,6204.66,1.5,1417.31,2024-01-23 09:15:00+05:30,0,2024-01,3-5%
2024-04-29,APOLLOHOSP,-2.66,LONG,6094.0,6048.3,6185.41,LOSS,6048.3,-0.75,-731.28,2024-04-29 09:15:00+05:30,0,2024-04,2-3%
2024-05-31,APOLLOHOSP,2.58,SHORT,5915.0,5959.36,5826.28,WIN,5826.28,1.5,1419.6,2024-05-31 09:15:00+05:30,0,2024-05,2-3%
2024-06-03,APOLLOHOSP,2.67,SHORT,5995.0,6039.96,5905.08,WIN,5905.08,1.5,1438.8,2024-06-03 09:15:00+05:30,0,2024-06,2-3%
2024-11-07,APOLLOHOSP,4.72,SHORT,7298.7,7353.44,7189.22,LOSS,7353.44,-0.75,-711.62,2024-11-07 09:15:00+05:30,0,2024-11,3-5%
2025-04-07,APOLLOHOSP,-3.42,LONG,6500.0,6451.25,6597.5,WIN,6597.5,1.5,1462.5,2025-04-07 09:15:00+05:30,0,2025-04,3-5%
2025-04-15,APOLLOHOSP,2.28,SHORT,6950.0,7002.12,6845.75,WIN,6845.75,1.5,1459.5,2025-04-15 09:15:00+05:30,0,2025-04,2-3%
2025-07-01,APOLLOHOSP,3.07,SHORT,7464.0,7519.98,7352.04,LOSS,7519.98,-0.75,-727.74,2025-07-01 09:15:00+05:30,0,2025-07,3-5%
2025-08-13,APOLLOHOSP,2.34,SHORT,7406.0,7461.54,7294.91,LOSS,7461.54,-0.75,-722.09,2025-08-13 09:15:00+05:30,0,2025-08,2-3%
2026-02-03,APOLLOHOSP,2.25,SHORT,7099.0,7152.24,6992.52,LOSS,7152.24,-0.75,-745.4,2026-02-03 12:15:00+05:30,3,2026-02,2-3%
2026-02-11,APOLLOHOSP,2.65,SHORT,7410.5,7466.08,7299.34,LOSS,7466.08,-0.75,-722.52,2026-02-11 09:15:00+05:30,0,2026-02,2-3%
2026-03-02,APOLLOHOSP,-2.13,LONG,7651.5,7594.11,7766.27,WIN,7766.27,1.5,1492.04,2026-03-02 09:15:00+05:30,0,2026-03,2-3%
2024-01-23,ASIANPAINT,-2.49,LONG,3087.0,3063.85,3133.3,LOSS,3063.85,-0.75,-740.88,2024-01-23 11:15:00+05:30,2,2024-01,2-3%
2024-02-26,ASIANPAINT,-2.1,LONG,2920.0,2898.1,2963.8,LOSS,2898.1,-0.75,-744.6,2024-02-26 09:15:00+05:30,0,2024-02,2-3%
2024-06-03,ASIANPAINT,2.21,SHORT,2944.85,2966.94,2900.68,WIN,2900.68,1.5,1457.7,2024-06-03 09:15:00+05:30,0,2024-06,2-3%
2024-07-18,ASIANPAINT,-2.64,LONG,2895.95,2874.23,2939.39,LOSS,2874.23,-0.75,-738.47,2024-07-18 09:15:00+05:30,0,2024-07,2-3%
2024-10-03,ASIANPAINT,-2.33,LONG,3200.0,3176.0,3248.0,LOSS,3176.0,-0.75,-744.0,2024-10-03 10:15:00+05:30,1,2024-10,2-3%
2024-11-11,ASIANPAINT,-7.91,LONG,2550.4,2531.27,2588.66,LOSS,2531.27,-0.75,-745.99,2024-11-11 09:15:00+05:30,0,2024-11,5-10%
2025-02-05,ASIANPAINT,-3.81,LONG,2264.65,2247.67,2298.62,LOSS,2247.67,-0.75,-747.33,2025-02-05 09:15:00+05:30,0,2025-02,3-5%
2025-04-07,ASIANPAINT,-5.44,LONG,2225.1,2208.41,2258.48,WIN,2258.48,1.5,1468.57,2025-04-07 09:15:00+05:30,0,2025-04,5-10%
2025-11-06,ASIANPAINT,2.95,SHORT,2560.1,2579.3,2521.7,LOSS,2579.3,-0.75,-748.83,2025-11-06 09:15:00+05:30,0,2025-11,2-3%
2026-01-28,ASIANPAINT,-3.55,LONG,2529.8,2510.83,2567.75,LOSS,2510.83,-0.75,-739.97,2026-01-28 09:15:00+05:30,0,2026-01,3-5%
2026-02-03,ASIANPAINT,3.73,SHORT,2491.5,2510.19,2454.13,WIN,2454.13,1.5,1494.9,2026-02-03 09:15:00+05:30,0,2026-02,3-5%
2026-03-02,ASIANPAINT,-3.2,LONG,2300.1,2282.85,2334.6,FLAT,2307.1,0.3,301.0,2026-03-02 15:15:00+05:30,6,2026-03,3-5%
2026-03-04,ASIANPAINT,-2.48,LONG,2249.8,2232.93,2283.55,LOSS,2232.93,-0.75,-742.43,2026-03-04 09:15:00+05:30,0,2026-03,2-3%
2026-03-09,ASIANPAINT,-3.58,LONG,2195.3,2178.84,2228.23,LOSS,2178.84,-0.75,-740.91,2026-03-09 09:15:00+05:30,0,2026-03,3-5%
2026-03-10,ASIANPAINT,2.04,SHORT,2260.8,2277.76,2226.89,LOSS,2277.76,-0.75,-746.06,2026-03-10 09:15:00+05:30,0,2026-03,2-3%
2026-03-19,ASIANPAINT,-2.12,LONG,2214.1,2197.49,2247.31,LOSS,2197.49,-0.75,-747.26,2026-03-19 09:15:00+05:30,0,2026-03,2-3%
2026-03-24,ASIANPAINT,2.98,SHORT,2184.0,2200.38,2151.24,LOSS,2200.38,-0.75,-737.1,2026-03-24 09:15:00+05:30,0,2026-03,2-3%
2026-04-01,ASIANPAINT,2.53,SHORT,2208.5,2225.06,2175.37,LOSS,2225.06,-0.75,-745.37,2026-04-01 09:15:00+05:30,0,2026-04,2-3%
2026-04-08,ASIANPAINT,6.32,SHORT,2324.4,2341.83,2289.53,WIN,2289.53,1.5,1499.24,2026-04-08 09:15:00+05:30,0,2026-04,5-10%
2026-04-13,ASIANPAINT,-2.95,LONG,2291.1,2273.92,2325.47,LOSS,2273.92,-0.75,-738.88,2026-04-13 09:15:00+05:30,0,2026-04,2-3%
2023-09-29,AUROPHARMA,4.17,SHORT,910.0,916.82,896.35,LOSS,916.82,-0.75,-743.93,2023-09-29 09:15:00+05:30,0,2023-09,3-5%
2023-10-12,AUROPHARMA,2.02,SHORT,917.85,924.73,904.08,FLAT,915.9,0.21,210.59,2023-10-12 15:15:00+05:30,6,2023-10,2-3%
2024-02-12,AUROPHARMA,3.03,SHORT,1035.15,1042.91,1019.62,WIN,1019.62,1.5,1490.62,2024-02-12 09:15:00+05:30,0,2024-02,3-5%
2024-02-14,AUROPHARMA,-2.3,LONG,1002.8,995.28,1017.84,LOSS,995.28,-0.75,-744.58,2024-02-14 09:15:00+05:30,0,2024-02,2-3%
2024-03-04,AUROPHARMA,5.24,SHORT,1080.15,1088.25,1063.95,LOSS,1088.25,-0.75,-745.3,2024-03-04 09:15:00+05:30,0,2024-03,5-10%
2024-04-01,AUROPHARMA,2.27,SHORT,1113.45,1121.8,1096.75,LOSS,1121.8,-0.75,-743.23,2024-04-01 09:15:00+05:30,0,2024-04,2-3%
2024-05-21,AUROPHARMA,3.16,SHORT,1201.9,1210.91,1183.87,LOSS,1210.91,-0.75,-748.18,2024-05-21 12:15:00+05:30,3,2024-05,3-5%
2024-05-27,AUROPHARMA,-2.12,LONG,1208.85,1199.78,1226.98,LOSS,1199.78,-0.75,-743.44,2024-05-27 09:15:00+05:30,0,2024-05,2-3%
2024-06-03,AUROPHARMA,3.74,SHORT,1230.0,1239.23,1211.55,WIN,1211.55,1.5,1494.45,2024-06-03 09:15:00+05:30,0,2024-06,3-5%
2024-11-25,AUROPHARMA,2.53,SHORT,1254.7,1264.11,1235.88,WIN,1235.88,1.5,1486.82,2024-11-25 09:15:00+05:30,0,2024-11,2-3%
2025-02-03,AUROPHARMA,-3.84,LONG,1126.9,1118.45,1143.8,LOSS,1118.45,-0.75,-743.75,2025-02-03 09:15:00+05:30,0,2025-02,3-5%
2025-02-19,AUROPHARMA,-5.5,LONG,1098.1,1089.86,1114.57,LOSS,1089.86,-0.75,-749.45,2025-02-19 09:15:00+05:30,0,2025-02,5-10%
2025-04-03,AUROPHARMA,7.49,SHORT,1244.6,1253.93,1225.93,LOSS,1253.93,-0.75,-746.76,2025-04-03 09:15:00+05:30,0,2025-04,5-10%
2025-04-07,AUROPHARMA,-7.74,LONG,1020.2,1012.55,1035.5,WIN,1035.5,1.5,1499.69,2025-04-07 09:15:00+05:30,0,2025-04,5-10%
2025-04-09,AUROPHARMA,-3.5,LONG,1061.0,1053.04,1076.92,LOSS,1053.04,-0.75,-748.0,2025-04-09 09:15:00+05:30,0,2025-04,3-5%
2025-04-11,AUROPHARMA,2.94,SHORT,1089.15,1097.32,1072.81,LOSS,1097.32,-0.75,-743.34,2025-04-11 09:15:00+05:30,0,2025-04,2-3%
2025-04-15,AUROPHARMA,2.45,SHORT,1109.0,1117.32,1092.36,LOSS,1117.32,-0.75,-748.58,2025-04-15 09:15:00+05:30,0,2025-04,2-3%
2025-05-06,AUROPHARMA,-2.38,LONG,1212.4,1203.31,1230.59,LOSS,1203.31,-0.75,-745.63,2025-05-06 09:15:00+05:30,0,2025-05,2-3%
2025-10-09,AUROPHARMA,2.64,SHORT,1096.7,1104.93,1080.25,LOSS,1104.93,-0.75,-748.5,2025-10-09 09:15:00+05:30,0,2025-10,2-3%
