symbol,sector,entry_date,exit_date,trading_days,entry,stop_initial,stop_final,target,exit_price,exit_reason,shares,pnl,r_multiple,win,market_state,season_score,rs_vs_nifty,adx_at_entry,pullback_candles,nifty_return_pct,nifty_green
AMBER.NS,Electronics,2024-09-06,2024-09-06,1,4674.72,4388.65,4513.9501953125,5246.86,4513.9501953125,stop,3,-582.31,-0.582,False,bull,92.9,17.9,26.3,3,-1.17,False
GUJGASLTD.NS,Utilities,2020-01-01,2020-01-06,4,228.15,212.13,237.45396624425825,260.18,236.4049734430516,stop_gap_down,62,411.81,0.412,True,bull,47.2,31.8,39.6,5,-1.44,False
IGL.NS,Utilities,2017-01-30,2017-01-31,2,84.6,80.3,83.82786328857152,93.2,83.82786328857152,stop,232,-279.14,-0.279,False,bull,60.0,14.2,25.5,5,-0.93,False
IGL.NS,Utilities,2017-09-01,2017-09-04,2,111.84,106.46,110.88295010829287,122.61,110.88295010829287,stop,185,-277.05,-0.277,False,neutral,53.4,15.6,38.0,5,-0.05,False
IGL.NS,Utilities,2017-10-12,2017-10-17,4,134.76,125.15,133.59358518792027,153.97,133.59358518792027,stop,104,-221.31,-0.221,False,bull,51.7,34.5,32.3,5,2.5,True
IGL.NS,Utilities,2019-10-10,2019-10-15,4,162.16,152.37,166.32652572691066,181.75,166.32652572691066,stop,102,324.99,0.325,True,neutral,51.7,25.6,26.4,5,1.02,True
IGL.NS,Utilities,2019-10-30,2019-11-04,4,171.27,161.95,173.90710447952463,189.91,173.90710447952463,stop,107,182.17,0.182,True,bull,51.7,14.5,36.4,5,1.31,True
IGL.NS,Utilities,2021-01-21,2021-01-21,1,253.47,238.79,248.2737009531728,282.82,248.2737009531728,stop,68,-453.35,-0.453,False,bull,60.0,24.8,46.3,2,-0.37,False
MGL.NS,Utilities,2019-01-01,2019-01-01,1,752.61,714.74,739.1026320847922,828.35,739.1026320847922,stop,26,-451.19,-0.451,False,bull,47.2,10.6,26.8,5,0.0,False
MGL.NS,Utilities,2020-02-13,2020-02-13,1,1037.53,975.66,995.1217819615443,1161.26,995.1217819615443,stop,16,-778.53,-0.779,False,neutral,49.4,16.1,35.9,5,-0.22,False
MGL.NS,Utilities,2021-02-19,2021-02-22,2,1035.44,986.06,1031.348818025846,1134.2,1031.348818025846,stop,20,-181.82,-0.182,False,bull,49.4,12.8,27.4,3,-2.93,False
MGL.NS,Utilities,2021-02-26,2021-03-01,2,1035.62,990.3,1020.2343534978718,1126.25,1020.2343534978718,stop,22,-438.48,-0.438,False,bull,49.4,12.3,31.7,3,-2.22,False
MGL.NS,Utilities,2023-06-02,2023-06-02,1,1000.79,956.01,987.3003388372912,1090.34,987.3003388372912,stop,22,-396.77,-0.397,False,neutral,54.0,15.5,26.2,5,0.25,True
MGL.NS,Utilities,2024-08-20,2024-08-22,3,1792.66,1659.64,1768.7581012390028,2058.71,1768.7581012390028,stop,7,-267.31,-0.267,False,bull,53.4,32.2,36.1,5,0.97,True
TORNTPOWER.NS,Utilities,2017-09-20,2017-09-21,2,187.27,176.9,185.05448597088628,208.01,185.05448597088628,stop,96,-312.69,-0.313,False,bull,45.5,19.4,35.9,2,-0.25,False
TORNTPOWER.NS,Utilities,2017-11-28,2017-11-30,3,225.05,212.24,225.79889490070877,250.67,225.63659988992788,stop_gap_down,78,-54.25,-0.054,False,bull,49.4,25.2,34.2,5,-1.66,False
TORNTPOWER.NS,Utilities,2023-04-25,2023-04-26,2,522.16,490.73,518.3370459217758,585.03,518.0019232855902,stop_gap_down,31,-228.9,-0.229,False,bull,52.9,19.5,28.2,5,0.4,True
TORNTPOWER.NS,Utilities,2023-05-02,2023-05-03,2,528.49,511.93,517.0444024163999,561.6,517.0444024163999,stop,60,-786.74,-0.787,False,bull,52.9,17.6,26.4,5,0.14,True
TORNTPOWER.NS,Utilities,2024-01-01,2024-01-02,2,911.1,859.09,901.7090783876098,1015.11,901.7090783876098,stop,19,-278.43,-0.278,False,bull,47.2,18.8,33.1,4,-0.3,False
TORNTPOWER.NS,Utilities,2024-02-01,2024-02-07,5,1011.48,933.09,1080.9430036077702,1168.27,1080.9430036077702,stop,12,733.56,0.734,True,bull,60.0,30.4,34.7,5,0.94,True
CESC.NS,Utilities,2016-06-16,2016-06-20,3,36.82,34.53,36.39025659960104,41.4,36.39025659960104,stop,436,-287.37,-0.287,False,bull,54.0,18.9,32.0,5,0.39,True
CESC.NS,Utilities,2017-03-17,2017-03-20,2,54.01,50.43,52.75132594210571,61.18,52.75132594210571,stop,279,-451.17,-0.451,False,bull,47.1,26.3,32.6,5,-0.29,False
CESC.NS,Utilities,2021-07-12,2021-07-15,4,65.22,60.93,68.65806972470386,73.8,68.65806972470386,stop,233,701.07,0.701,True,bull,49.4,20.8,30.8,5,1.49,True
NHPC.NS,Utilities,2017-01-27,2017-02-01,4,18.5,17.84,19.073287351251427,19.81,19.04017203893417,stop_gap_down,1525,723.76,0.724,True,bull,60.0,15.3,32.2,3,1.32,True
NHPC.NS,Utilities,2022-11-07,2022-11-09,2,39.66,36.92,39.124941624891,45.14,39.124941624891,stop,365,-295.3,-0.295,False,bull,49.4,20.9,33.7,2,0.22,True
NHPC.NS,Utilities,2023-04-27,2023-04-28,2,41.48,38.78,41.254046544440655,46.88,41.254046544440655,stop,370,-183.6,-0.184,False,bull,52.9,11.8,38.1,4,1.41,True
NHPC.NS,Utilities,2023-08-24,2023-08-25,2,47.92,45.56,47.02504273516986,52.63,47.02504273516986,stop,424,-479.46,-0.479,False,bull,53.4,12.3,37.1,5,-0.92,False
OBEROIRLTY.NS,Real Estate,2022-08-25,2022-08-29,3,958.61,904.14,947.3809096339504,1067.54,927.6777103940766,stop_gap_down,18,-656.78,-0.657,False,bull,48.0,17.1,34.5,2,-1.66,False
DLF.NS,Real Estate,2023-07-07,2023-07-07,1,504.58,472.44,492.6219310996715,568.87,492.6219310996715,stop,31,-470.7,-0.471,False,bull,48.0,30.0,27.0,5,-0.85,False
DLF.NS,Real Estate,2024-02-08,2024-02-09,2,818.92,771.16,812.5293412024361,914.45,812.5293412024361,stop,20,-227.81,-0.228,False,bull,54.0,24.8,33.3,3,-0.67,False
GODREJPROP.NS,Real Estate,2017-06-14,2017-06-19,4,538.24,501.24,552.5,612.23,552.5,stop,27,285.02,0.285,True,bull,58.0,40.0,28.4,5,0.53,True
GODREJPROP.NS,Real Estate,2017-11-02,2017-11-07,4,702.8,647.38,717.0,813.65,717.0,stop,18,155.6,0.156,True,bull,64.0,30.9,41.7,3,-0.87,False
GODREJPROP.NS,Real Estate,2023-12-28,2023-12-29,2,2003.2,1932.71,1993.050048828125,2144.18,1991.0,stop_gap_down,14,-270.8,-0.271,False,bull,60.0,20.3,31.2,2,0.35,True
GODREJPROP.NS,Real Estate,2024-01-04,2024-01-05,2,2066.01,1976.1,2055.0,2245.84,2245.84,target_2r,11,1878.13,1.878,True,bull,53.3,22.5,26.0,5,0.9,True
PRESTIGE.NS,Real Estate,2017-11-30,2017-12-04,3,309.75,296.38,315.2580750311148,336.48,315.2580750311148,stop,74,307.6,0.308,True,bull,64.0,17.2,29.9,2,-2.25,False
PHOENIXLTD.NS,Real Estate,2018-02-01,2018-02-02,2,327.67,305.56,319.6710801332337,371.88,319.6710801332337,stop,45,-459.95,-0.46,False,bull,53.3,16.1,39.7,2,-2.42,False
PHOENIXLTD.NS,Real Estate,2022-09-14,2022-09-14,1,705.61,676.89,701.228589257142,763.06,701.228589257142,stop,34,-248.97,-0.249,False,bull,46.0,13.8,28.9,5,-0.37,False
PHOENIXLTD.NS,Real Estate,2023-07-10,2023-07-10,1,811.35,759.87,785.4148067760574,914.32,785.4148067760574,stop,19,-592.77,-0.593,False,bull,48.0,14.5,31.5,5,0.12,True
