symbol,sector,setup,entry_date,exit_date,trading_days,entry,stop,target_2r,exit_price,exit_reason,shares,pnl,r_multiple,win,market_state
BHARTIARTL.NS,Telecom,A_flat_base,2024-09-02,2024-10-14,30,1593.29,1435.7,1908.46,1681.54248046875,hard_time_exit,7,725.75,0.726,True,bull
KOTAKBANK.NS,Banking,A_flat_base,2016-05-12,2016-05-24,9,146.33,138.32,162.36,138.32,stop,142,-1237.42,-1.237,False,neutral
KOTAKBANK.NS,Banking,A_flat_base,2016-07-01,2016-07-22,15,151.96,141.23,173.43,151.1242218017578,time_stop,95,-179.4,-0.179,False,bull
KOTAKBANK.NS,Banking,A_flat_base,2016-09-01,2016-09-23,15,161.81,153.51,178.42,158.3021240234375,time_stop,144,-605.13,-0.605,False,bull
KOTAKBANK.NS,Banking,A_flat_base,2017-03-23,2017-04-13,15,171.8,162.89,189.61,174.87501525878906,time_stop,116,256.7,0.257,True,bull
KOTAKBANK.NS,Banking,A_flat_base,2017-05-15,2017-06-02,15,190.08,178.95,212.33,191.9250946044922,time_stop,91,67.9,0.068,True,bull
KOTAKBANK.NS,Banking,A_flat_base,2017-07-17,2017-08-04,15,195.77,186.11,215.1,198.2030334472656,time_stop,120,191.96,0.192,True,bull
KOTAKBANK.NS,Banking,A_flat_base,2017-12-18,2018-01-02,11,204.91,197.47,219.8,197.47,stop,133,-1089.52,-1.09,False,neutral
KOTAKBANK.NS,Banking,A_flat_base,2018-06-01,2018-06-21,15,262.29,247.11,292.65,261.4222717285156,time_stop,54,-146.86,-0.147,False,bull
KOTAKBANK.NS,Banking,B_ema_pullback,2020-12-09,2020-12-15,5,366.06,355.19,387.79,387.79,target_2r,99,1519.13,1.519,True,bull
KOTAKBANK.NS,Banking,A_flat_base,2021-10-22,2021-11-12,15,429.83,387.57,514.35,413.4189147949219,time_stop,25,-510.28,-0.51,False,bull
KOTAKBANK.NS,Banking,A_flat_base,2022-11-17,2022-12-07,15,391.95,368.76,438.32,381.1178894042969,time_stop,43,-565.78,-0.566,False,bull
ITC.NS,FMCG,A_flat_base,2017-01-27,2017-02-21,18,181.82,165.5,214.45,181.82,stop,57,356.68,0.357,True,bull
ITC.NS,FMCG,A_flat_base,2017-03-20,2017-04-10,15,195.2,177.74,230.13,188.5620880126953,time_stop,61,-504.91,-0.505,False,bull
ITC.NS,FMCG,A_flat_base,2017-04-27,2017-05-18,15,201.07,186.74,229.72,191.5606384277344,time_stop,72,-784.67,-0.785,False,bull
ITC.NS,FMCG,A_flat_base,2018-07-30,2018-09-10,29,215.85,193.25,261.06,218.88568115234375,time_stop,43,30.53,0.031,True,bull
ITC.NS,FMCG,A_flat_base,2022-08-03,2022-08-25,15,264.05,249.11,293.93,265.017578125,time_stop,72,-30.33,-0.03,False,bull
ITC.NS,FMCG,A_flat_base,2023-07-21,2023-07-25,3,434.07,412.74,476.74,412.5653388861595,stop_gap_down,47,-1110.72,-1.111,False,bull
ITC.NS,FMCG,A_flat_base,2024-07-24,2024-08-13,15,452.65,404.79,548.38,446.7306823730469,time_stop,22,-230.22,-0.23,False,bull
LT.NS,Infrastructure,A_flat_base,2017-03-15,2017-04-26,29,899.66,842.77,1013.43,1013.43,target_2r,17,1379.05,1.379,True,bull
LT.NS,Infrastructure,A_flat_base,2017-05-26,2017-06-15,15,1022.73,968.37,1131.46,1001.7095947265624,time_stop,18,-478.37,-0.478,False,bull
LT.NS,Infrastructure,A_flat_base,2017-11-13,2017-11-14,2,1092.13,1067.35,1141.68,1092.13,stop,18,122.93,0.123,True,bull
LT.NS,Infrastructure,A_flat_base,2018-02-02,2018-02-05,2,1285.9,1232.98,1391.74,1224.288213225989,stop_gap_down,17,-1147.4,-1.147,False,bull
LT.NS,Infrastructure,A_flat_base,2019-05-21,2019-07-02,30,1308.62,1154.83,1616.19,1405.109375,hard_time_exit,6,478.94,0.479,True,neutral
LT.NS,Infrastructure,A_flat_base,2021-07-16,2021-08-06,15,1528.71,1400.16,1785.8,1545.4261474609375,time_stop,7,17.01,0.017,True,bull
LT.NS,Infrastructure,A_flat_base,2021-08-16,2021-09-06,15,1608.12,1499.75,1824.85,1625.8956298828125,time_stop,9,59.98,0.06,True,bull
LT.NS,Infrastructure,A_flat_base,2021-10-18,2021-11-26,28,1736.03,1616.15,1975.78,1736.03,stop,9,379.48,0.379,True,bull
LT.NS,Infrastructure,A_flat_base,2022-12-09,2022-12-23,11,2109.34,2009.07,2309.89,2009.07,stop,10,-1102.7,-1.103,False,bull
LT.NS,Infrastructure,A_flat_base,2023-07-24,2023-08-11,15,2566.29,2377.69,2943.49,2593.73095703125,time_stop,7,92.09,0.092,True,bull
LT.NS,Infrastructure,A_flat_base,2023-09-08,2023-10-23,30,2841.84,2632.9,3259.71,2908.1044921875,hard_time_exit,6,725.58,0.726,True,bull
LT.NS,Infrastructure,A_flat_base,2023-12-01,2023-12-06,4,3079.92,2979.62,3280.52,3280.52,target_2r,13,1906.0,1.906,True,bull
AXISBANK.NS,Banking,A_flat_base,2017-07-21,2017-08-03,10,537.62,504.96,602.95,504.96,stop,31,-1112.46,-1.112,False,bull
AXISBANK.NS,Banking,B_ema_pullback,2017-11-24,2017-11-30,5,542.55,524.78,578.1,542.55,stop,60,433.4,0.433,True,bull
AXISBANK.NS,Banking,A_flat_base,2018-08-07,2018-09-21,30,594.37,535.35,712.42,594.37,stop,17,372.24,0.372,True,bull
AXISBANK.NS,Banking,A_flat_base,2019-05-21,2019-06-14,18,786.23,712.24,934.2,796.8790283203125,time_stop,15,59.74,0.06,True,neutral
AXISBANK.NS,Banking,A_flat_base,2019-06-28,2019-07-12,11,797.63,752.47,887.94,752.47,stop,22,-1093.52,-1.094,False,bull
AXISBANK.NS,Banking,A_flat_base,2021-01-06,2021-01-27,15,659.91,613.44,752.84,629.4717407226562,time_stop,20,-708.77,-0.709,False,bull
AXISBANK.NS,Banking,B_ema_pullback,2022-04-19,2022-04-27,7,802.45,758.02,891.32,758.02,stop,26,-1255.18,-1.255,False,bull
AXISBANK.NS,Banking,A_flat_base,2022-10-24,2022-11-15,15,914.49,781.38,1180.72,856.38134765625,time_stop,8,-564.87,-0.565,False,bull
AXISBANK.NS,Banking,A_flat_base,2022-12-09,2022-12-29,15,942.45,889.04,1049.26,932.0807495117188,time_stop,20,-307.39,-0.307,False,bull
AXISBANK.NS,Banking,A_flat_base,2023-12-01,2023-12-21,15,1074.73,978.76,1266.66,1093.62060546875,time_stop,10,88.91,0.089,True,bull
AXISBANK.NS,Banking,A_flat_base,2024-06-04,2024-06-04,1,1223.23,1123.92,1421.86,1123.92,stop,10,-1093.1,-1.093,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2016-07-29,2016-08-19,15,1046.1,932.86,1272.58,1032.0780029296875,time_stop,8,-212.18,-0.212,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2016-09-01,2016-09-26,16,1076.11,1011.27,1205.8,1096.49609375,time_stop,16,226.18,0.226,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2017-04-27,2017-05-19,16,1027.68,960.49,1162.05,1027.68,stop,15,370.26,0.37,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2017-09-13,2017-09-26,10,1170.47,1090.68,1330.05,1090.68,stop,11,-977.69,-0.978,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2017-10-25,2017-11-06,9,1145.05,1084.13,1266.89,1084.13,stop,16,-1074.72,-1.075,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2018-05-14,2018-06-01,15,1205.9,1104.47,1408.75,1212.2401123046875,time_stop,9,-42.94,-0.043,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2018-07-06,2018-08-17,30,1249.31,1168.19,1411.55,1319.3204345703125,hard_time_exit,13,876.79,0.877,True,neutral
ASIANPAINT.NS,Consumer,A_flat_base,2019-09-23,2019-11-06,30,1613.36,1425.93,1988.23,1709.5999755859375,hard_time_exit,6,477.44,0.477,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2019-12-20,2020-01-06,11,1718.31,1623.44,1908.04,1623.44,stop,10,-1048.7,-1.049,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2020-10-28,2020-11-17,15,2107.69,1975.79,2371.49,2093.95556640625,time_stop,8,-209.88,-0.21,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2021-07-22,2021-07-30,7,3013.79,2852.06,3337.24,2852.06,stop,5,-908.65,-0.909,False,bull
ASIANPAINT.NS,Consumer,A_flat_base,2021-08-23,2021-10-04,30,3041.76,2840.09,3445.1,3079.650146484375,hard_time_exit,6,618.68,0.619,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2023-05-12,2023-06-05,17,3047.85,2834.46,3474.64,3103.7353515625,time_stop,4,123.54,0.124,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2023-06-14,2023-07-26,30,3191.31,3042.33,3489.26,3293.574462890625,hard_time_exit,6,653.7,0.654,True,bull
ASIANPAINT.NS,Consumer,A_flat_base,2024-09-12,2024-10-03,15,3331.61,3116.44,3761.96,3116.44,stop,4,-960.68,-0.961,False,bull
MARUTI.NS,Auto,A_flat_base,2016-09-19,2016-10-07,15,5125.13,4827.65,5720.09,5225.55322265625,time_stop,3,201.27,0.201,True,bull
MARUTI.NS,Auto,A_flat_base,2017-02-02,2017-02-22,15,5678.23,5230.29,6574.1,5589.48779296875,time_stop,2,-277.48,-0.277,False,bull
MARUTI.NS,Auto,A_flat_base,2017-03-20,2017-04-10,15,5724.24,5391.36,6390.01,5763.43603515625,time_stop,3,17.59,0.018,True,bull
MARUTI.NS,Auto,A_flat_base,2017-06-12,2017-07-03,15,6851.6,6513.83,7527.15,6761.0966796875,time_stop,2,-281.01,-0.281,False,bull
MARUTI.NS,Auto,A_flat_base,2017-07-28,2017-08-10,10,7009.9,6844.76,7340.17,7009.9,stop,7,395.39,0.395,True,bull
MARUTI.NS,Auto,A_flat_base,2017-10-30,2017-11-17,15,7621.91,7140.73,8584.28,7752.05224609375,time_stop,2,160.28,0.16,True,bull
MARUTI.NS,Auto,A_flat_base,2017-12-11,2018-01-22,30,8465.9,7846.49,9704.72,8645.1064453125,hard_time_exit,1,79.21,0.079,True,bull
MARUTI.NS,Auto,A_flat_base,2021-11-17,2021-11-25,6,7757.9,7178.17,8917.35,7178.17,stop,1,-679.73,-0.68,False,bull
MARUTI.NS,Auto,A_flat_base,2022-09-16,2022-09-27,8,8950.44,8475.95,9899.41,8475.95,stop,2,-1048.98,-1.049,False,bull
WIPRO.NS,IT,A_flat_base,2017-05-26,2017-06-09,11,91.46,86.54,101.3,91.46,stop,190,367.4,0.367,True,bull
WIPRO.NS,IT,A_flat_base,2017-07-24,2017-08-11,15,99.41,88.63,120.96,99.1377944946289,time_stop,107,-129.13,-0.129,False,bull
WIPRO.NS,IT,A_flat_base,2017-09-01,2017-09-14,10,102.08,98.83,108.58,96.33168238406616,stop_gap_down,284,-1732.52,-1.733,False,neutral
WIPRO.NS,IT,A_flat_base,2017-11-08,2017-11-24,13,104.05,99.94,112.27,99.94,stop,286,-1275.46,-1.275,False,bull
WIPRO.NS,IT,A_flat_base,2018-01-17,2018-01-30,9,114.07,104.85,132.51,104.85,stop,114,-1151.08,-1.151,False,bull
WIPRO.NS,IT,A_flat_base,2018-09-04,2018-10-10,24,106.69,97.5,125.08,106.69,stop,119,442.21,0.442,True,bull
WIPRO.NS,IT,A_flat_base,2019-04-10,2019-05-15,22,127.75,117.04,149.16,129.91400146484375,time_stop,115,148.86,0.149,True,bull
WIPRO.NS,IT,A_flat_base,2020-09-14,2020-10-08,18,135.3,123.52,158.85,158.85,target_2r,85,1407.41,1.407,True,neutral
WIPRO.NS,IT,A_flat_base,2020-12-24,2021-01-13,14,178.3,159.98,214.93,214.93,target_2r,56,1438.6,1.439,True,bull
WIPRO.NS,IT,B_ema_pullback,2021-05-18,2021-05-27,8,232.13,223.76,248.87,248.87,target_2r,140,1657.7,1.658,True,bull
WIPRO.NS,IT,A_flat_base,2021-05-28,2021-06-18,16,249.24,231.39,284.94,253.9798583984375,time_stop,54,155.95,0.156,True,bull
WIPRO.NS,IT,A_flat_base,2021-07-15,2021-08-25,28,259.41,241.41,295.42,295.42,target_2r,55,1394.55,1.395,True,bull
WIPRO.NS,IT,A_flat_base,2021-09-07,2021-09-28,15,319.06,290.52,376.15,295.4629211425781,time_stop,37,-973.09,-0.973,False,bull
WIPRO.NS,IT,A_flat_base,2023-07-17,2023-08-04,15,190.55,181.4,208.84,191.2203063964844,time_stop,124,-16.88,-0.017,False,bull
WIPRO.NS,IT,A_flat_base,2023-12-26,2024-01-04,8,212.55,199.8,238.05,212.55,stop,60,282.5,0.282,True,bull
WIPRO.NS,IT,A_flat_base,2024-01-16,2024-02-07,15,231.74,208.92,277.39,232.10040283203125,time_stop,44,-84.14,-0.084,False,bull
WIPRO.NS,IT,A_flat_base,2024-07-15,2024-07-22,5,265.97,248.15,301.62,244.19285372184743,stop_gap_down,69,-1602.62,-1.603,False,bull
WIPRO.NS,IT,A_flat_base,2024-08-29,2024-09-18,15,251.01,233.39,286.24,252.23109436035156,time_stop,58,-29.18,-0.029,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2017-04-25,2017-05-24,21,4012.78,3778.74,4480.86,4012.78,stop,4,368.08,0.368,True,bull
ULTRACEMCO.NS,Cement,A_flat_base,2018-01-16,2018-01-19,4,4373.19,4198.62,4722.33,4198.62,stop,6,-1147.42,-1.147,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2019-04-25,2019-05-17,15,4309.94,4022.66,4884.51,4346.56103515625,time_stop,4,46.48,0.046,True,bull
ULTRACEMCO.NS,Cement,A_flat_base,2020-01-27,2020-01-31,5,4490.32,4277.39,4916.17,4277.39,stop,4,-951.72,-0.952,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2020-07-29,2020-08-18,15,4061.32,3623.03,4937.9,4056.33837890625,time_stop,2,-109.96,-0.11,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2020-10-08,2020-11-11,25,4114.98,3836.73,4671.49,4671.49,target_2r,3,1291.28,1.291,True,bull
ULTRACEMCO.NS,Cement,B_ema_pullback,2021-02-24,2021-02-26,3,6154.46,5914.39,6634.6,5914.39,stop,5,-1300.35,-1.3,False,bull
