symbol,sector,setup,entry_date,exit_date,trading_days,entry,stop,target_2r,exit_price,exit_reason,shares,pnl,r_multiple,win,market_state
ULTRACEMCO.NS,Cement,B_ema_pullback,2021-03-02,2021-03-05,4,6209.0,5969.89,6687.22,6687.22,target_2r,4,1334.66,1.335,True,bull
ULTRACEMCO.NS,Cement,A_flat_base,2021-07-22,2021-08-11,15,7318.34,6874.16,8206.71,7286.529296875,time_stop,2,-163.62,-0.164,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2022-01-18,2022-01-19,2,7640.82,7273.43,8375.59,7273.43,stop,2,-834.78,-0.835,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2022-12-02,2022-12-22,15,7161.02,6628.31,8226.43,6895.63427734375,time_stop,1,-365.39,-0.365,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2023-06-07,2023-06-27,15,8007.64,7650.31,8722.3,8071.81787109375,time_stop,3,92.53,0.093,True,bull
ULTRACEMCO.NS,Cement,A_flat_base,2023-09-05,2023-09-26,15,8486.15,7890.54,9677.36,8128.86181640625,time_stop,1,-457.29,-0.457,False,neutral
ULTRACEMCO.NS,Cement,A_flat_base,2023-12-01,2023-12-27,18,9002.12,8441.17,10124.01,10124.01,target_2r,2,1582.84,1.583,True,bull
ULTRACEMCO.NS,Cement,A_flat_base,2024-06-04,2024-06-04,1,10358.0,9631.57,11810.87,9631.57,stop,1,-826.43,-0.826,False,bull
ULTRACEMCO.NS,Cement,B_ema_pullback,2024-07-15,2024-07-19,4,11621.63,11129.41,12606.07,11129.41,stop,3,-1576.66,-1.577,False,bull
ULTRACEMCO.NS,Cement,A_flat_base,2024-09-23,2024-10-04,9,11772.21,11463.19,12390.26,11463.19,stop,3,-1027.06,-1.027,False,bull
TITAN.NS,Consumer,A_flat_base,2016-07-01,2016-07-22,15,400.78,365.3,471.74,396.4121398925781,time_stop,36,-257.24,-0.257,False,bull
TITAN.NS,Consumer,A_flat_base,2017-04-06,2017-04-27,15,474.58,433.32,557.11,462.7872619628906,time_stop,23,-371.23,-0.371,False,bull
TITAN.NS,Consumer,A_flat_base,2017-06-06,2017-06-27,15,529.79,447.45,694.47,499.2645263671875,time_stop,11,-435.78,-0.436,False,bull
TITAN.NS,Consumer,A_flat_base,2017-09-06,2017-09-25,14,619.83,582.02,695.44,582.02,stop,25,-1045.25,-1.045,False,bull
TITAN.NS,Consumer,B_ema_pullback,2017-12-11,2018-01-04,18,791.21,756.44,860.74,860.74,target_2r,31,1533.88,1.534,True,bull
TITAN.NS,Consumer,A_flat_base,2019-03-18,2019-04-09,15,1080.09,1012.61,1215.04,1072.7080078125,time_stop,16,-218.11,-0.218,False,bull
TITAN.NS,Consumer,A_flat_base,2020-10-08,2020-10-28,15,1238.99,1121.9,1473.16,1198.361083984375,time_stop,8,-425.03,-0.425,False,bull
TITAN.NS,Consumer,A_flat_base,2020-11-23,2021-01-05,30,1355.3,1244.35,1577.19,1546.89013671875,hard_time_exit,10,1412.65,1.413,True,bull
TITAN.NS,Consumer,A_flat_base,2021-06-04,2021-06-28,17,1689.24,1540.24,1987.24,1701.583984375,time_stop,7,-13.59,-0.014,False,bull
TITAN.NS,Consumer,A_flat_base,2021-09-16,2021-10-06,15,2107.43,1986.63,2349.02,2119.830810546875,time_stop,9,11.61,0.012,True,bull
TITAN.NS,Consumer,A_flat_base,2021-10-08,2021-10-29,15,2391.04,2056.07,3060.99,2352.675048828125,time_stop,3,-215.09,-0.215,False,bull
TITAN.NS,Consumer,B_ema_pullback,2022-01-19,2022-01-21,3,2566.91,2475.76,2749.22,2475.76,stop,10,-1011.5,-1.011,False,bull
TITAN.NS,Consumer,A_flat_base,2022-08-29,2022-08-30,2,2436.44,2377.29,2554.73,2554.73,target_2r,7,550.58,0.551,True,bull
TITAN.NS,Consumer,A_flat_base,2023-07-10,2023-07-28,15,3128.27,2912.88,3559.06,2968.324951171875,time_stop,4,-739.78,-0.74,False,bull
TITAN.NS,Consumer,A_flat_base,2024-09-06,2024-09-26,15,3707.51,3499.47,4123.58,3746.275634765625,time_stop,4,55.06,0.055,True,bull
SUNPHARMA.NS,Pharma,B_ema_pullback,2018-07-10,2018-07-16,5,527.52,510.84,560.89,510.84,stop,62,-1134.16,-1.134,False,neutral
SUNPHARMA.NS,Pharma,A_flat_base,2018-08-16,2018-10-01,30,565.53,508.33,679.94,589.6187744140625,hard_time_exit,20,712.99,0.713,True,bull
SUNPHARMA.NS,Pharma,A_flat_base,2020-08-31,2020-08-31,1,529.53,492.77,603.05,492.77,stop,31,-1239.56,-1.24,False,bull
SUNPHARMA.NS,Pharma,A_flat_base,2021-04-12,2021-05-04,15,608.81,564.18,698.07,614.05419921875,time_stop,23,20.62,0.021,True,bull
SUNPHARMA.NS,Pharma,A_flat_base,2023-07-28,2023-08-18,15,1103.57,1052.26,1206.2,1107.2998046875,time_stop,19,-29.13,-0.029,False,bull
SUNPHARMA.NS,Pharma,A_flat_base,2023-12-01,2023-12-21,15,1204.27,1142.52,1327.76,1203.5018310546875,time_stop,18,-113.83,-0.114,False,bull
SUNPHARMA.NS,Pharma,A_flat_base,2024-01-24,2024-02-23,22,1347.79,1255.7,1531.96,1531.96,target_2r,11,1465.42,1.465,True,neutral
SUNPHARMA.NS,Pharma,A_flat_base,2024-07-26,2024-09-06,30,1645.96,1520.73,1896.41,1796.0029296875,hard_time_exit,8,1001.09,1.001,True,bull
BAJFINANCE.NS,NBFC,A_flat_base,2016-07-12,2016-07-28,13,84.34,77.6,97.81,97.81,target_2r,179,1711.27,1.711,True,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2016-08-25,2016-08-26,2,97.82,95.62,102.23,102.23,target_2r,487,1513.07,1.513,True,bull
BAJFINANCE.NS,NBFC,A_flat_base,2016-09-08,2016-09-12,3,112.2,104.0,128.61,104.0,stop,149,-1321.8,-1.322,False,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2017-02-21,2017-03-02,7,106.21,99.62,119.38,99.62,stop,146,-1062.14,-1.062,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2017-04-26,2017-05-17,15,130.79,118.28,155.8,128.69451904296875,time_stop,82,-271.83,-0.272,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2017-06-16,2017-06-27,7,137.59,130.53,151.72,130.53,stop,167,-1279.02,-1.279,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2017-09-07,2017-09-25,13,183.28,172.39,205.07,172.39,stop,115,-1352.35,-1.352,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2018-05-16,2018-05-18,3,184.5,177.06,199.38,199.38,target_2r,122,1261.52,1.262,True,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2019-06-19,2019-07-08,14,345.61,331.96,372.92,345.61,stop,96,555.68,0.556,True,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2019-10-17,2019-11-29,30,393.28,371.94,435.96,398.1785278320313,hard_time_exit,48,529.72,0.53,True,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2021-06-02,2021-07-06,25,564.45,537.33,618.69,618.69,target_2r,34,1283.12,1.283,True,bull
BAJFINANCE.NS,NBFC,A_flat_base,2021-09-01,2021-09-28,19,739.05,660.11,896.93,740.1080322265625,time_stop,12,-87.3,-0.087,False,bull
BAJFINANCE.NS,NBFC,B_ema_pullback,2022-08-24,2022-08-29,4,706.26,688.02,742.73,677.584889788876,stop_gap_down,46,-1419.06,-1.419,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2023-07-05,2023-07-25,15,780.03,683.89,972.31,752.2040405273438,time_stop,10,-378.26,-0.378,False,bull
BAJFINANCE.NS,NBFC,A_flat_base,2023-09-26,2023-10-18,16,774.09,734.26,853.74,777.9254760742188,time_stop,25,-4.11,-0.004,False,bull
HCLTECH.NS,IT,A_flat_base,2018-04-13,2018-05-02,13,394.68,366.71,450.63,394.68,stop,38,431.62,0.432,True,neutral
HCLTECH.NS,IT,A_flat_base,2019-04-01,2019-04-23,15,427.53,396.35,489.9,431.8096008300781,time_stop,35,49.79,0.05,True,bull
HCLTECH.NS,IT,A_flat_base,2019-10-25,2019-11-15,15,441.34,409.1,505.83,450.06390380859375,time_stop,32,179.16,0.179,True,bull
HCLTECH.NS,IT,B_ema_pullback,2020-08-13,2020-09-02,15,569.2,530.23,647.15,556.6995239257812,time_stop,25,-412.51,-0.413,False,bull
HCLTECH.NS,IT,A_flat_base,2020-09-09,2020-09-15,5,565.31,541.19,613.56,613.56,target_2r,28,913.32,0.913,True,neutral
HCLTECH.NS,IT,A_flat_base,2023-08-14,2023-09-08,19,1051.64,1009.62,1135.69,1135.69,target_2r,23,1370.93,1.371,True,bull
HCLTECH.NS,IT,A_flat_base,2023-11-17,2023-12-15,20,1191.16,1133.12,1307.24,1307.24,target_2r,18,1467.08,1.467,True,bull
HCLTECH.NS,IT,A_flat_base,2023-12-18,2024-01-08,15,1351.19,1204.1,1645.36,1311.8306884765625,time_stop,6,-336.16,-0.336,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2016-07-14,2016-07-22,7,291.59,283.1,308.58,308.58,target_2r,118,1403.32,1.403,True,bull
NESTLEIND.NS,FMCG,A_flat_base,2017-04-28,2017-05-19,15,298.41,278.88,337.48,292.4324645996094,time_stop,51,-404.85,-0.405,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2017-08-29,2017-09-21,18,315.74,295.06,357.1,320.5466613769531,time_stop,47,125.91,0.126,True,neutral
NESTLEIND.NS,FMCG,A_flat_base,2017-11-06,2017-11-29,18,332.87,318.93,360.74,332.87,stop,73,401.48,0.401,True,bull
NESTLEIND.NS,FMCG,A_flat_base,2018-05-14,2018-06-05,17,429.38,402.45,483.23,431.4556579589844,time_stop,37,-23.2,-0.023,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2018-06-27,2018-07-19,17,457.86,429.85,513.87,465.5557556152344,time_stop,37,184.74,0.185,True,bull
NESTLEIND.NS,FMCG,A_flat_base,2018-08-24,2018-09-05,9,521.18,481.18,601.18,481.18,stop,23,-1020.0,-1.02,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2019-06-27,2019-07-17,15,540.84,523.82,574.89,535.0457763671875,time_stop,61,-453.45,-0.453,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2019-09-23,2019-11-06,30,638.32,582.27,750.43,681.888916015625,hard_time_exit,21,939.86,0.94,True,bull
NESTLEIND.NS,FMCG,A_flat_base,2019-12-23,2020-01-13,15,691.6,654.69,765.41,684.9361572265625,time_stop,25,-266.6,-0.267,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2021-08-23,2021-09-16,18,937.28,839.09,1133.65,951.923583984375,time_stop,10,46.44,0.046,True,bull
NESTLEIND.NS,FMCG,A_flat_base,2022-09-01,2022-09-05,3,947.48,924.97,992.51,924.97,stop,30,-775.3,-0.775,False,bull
NESTLEIND.NS,FMCG,A_flat_base,2023-12-20,2024-01-10,15,1256.61,1170.89,1428.04,1256.61,stop,13,414.26,0.414,True,bull
TECHM.NS,IT,A_flat_base,2017-02-13,2017-03-06,15,370.03,343.12,423.84,369.6203308105469,time_stop,37,-115.16,-0.115,False,bull
TECHM.NS,IT,A_flat_base,2017-10-31,2017-11-20,15,368.18,342.91,418.71,360.8463745117187,time_stop,40,-393.35,-0.393,False,bull
TECHM.NS,IT,A_flat_base,2018-05-25,2018-05-28,2,541.62,504.26,616.34,504.26,stop,29,-1183.44,-1.183,False,bull
TECHM.NS,IT,A_flat_base,2019-02-07,2019-03-05,17,626.77,550.87,778.57,626.9166870117188,time_stop,12,-98.24,-0.098,False,bull
TECHM.NS,IT,A_flat_base,2021-05-28,2021-07-08,30,856.99,791.5,987.96,889.8316650390625,hard_time_exit,15,621.16,0.621,True,bull
TECHM.NS,IT,A_flat_base,2021-07-16,2021-08-05,14,934.62,864.61,1074.64,1074.64,target_2r,14,1370.21,1.37,True,bull
TECHM.NS,IT,B_ema_pullback,2021-09-13,2021-09-21,7,1238.86,1195.84,1324.91,1238.86,stop,25,416.24,0.416,True,bull
TECHM.NS,IT,A_flat_base,2023-07-17,2023-07-27,9,1127.93,1035.36,1313.07,1035.36,stop,11,-1118.27,-1.118,False,bull
TECHM.NS,IT,A_flat_base,2023-09-18,2023-09-28,8,1218.46,1156.29,1342.8,1156.29,stop,16,-1094.72,-1.095,False,bull
TECHM.NS,IT,A_flat_base,2024-01-16,2024-02-07,15,1259.14,1155.09,1467.25,1246.442626953125,time_stop,9,-214.28,-0.214,False,bull
TECHM.NS,IT,A_flat_base,2024-06-24,2024-06-28,5,1315.85,1287.11,1373.32,1373.32,target_2r,27,1078.2,1.078,True,bull
TECHM.NS,IT,A_flat_base,2024-07-15,2024-08-05,15,1439.01,1363.0,1591.02,1402.797607421875,time_stop,16,-679.4,-0.679,False,bull
TATASTEEL.NS,Metals,A_flat_base,2016-04-21,2016-05-11,15,26.42,23.06,33.13,24.25631523132324,time_stop,309,-768.58,-0.769,False,bull
TATASTEEL.NS,Metals,B_ema_pullback,2016-08-16,2016-08-25,8,28.23,26.98,30.73,28.23,stop,826,416.25,0.416,True,bull
TATASTEEL.NS,Metals,A_flat_base,2017-08-08,2017-09-20,30,46.76,42.35,55.58,52.63676071166992,hard_time_exit,279,1335.74,1.336,True,bull
TATASTEEL.NS,Metals,A_flat_base,2017-10-09,2017-10-31,16,53.1,49.19,60.92,53.87297058105469,time_stop,267,106.38,0.106,True,bull
TATASTEEL.NS,Metals,A_flat_base,2017-12-29,2018-01-31,23,56.55,52.97,63.7,56.55,stop,294,424.79,0.425,True,bull
TATASTEEL.NS,Metals,B_ema_pullback,2020-09-02,2020-09-08,5,37.06,35.14,40.9,35.14,stop,568,-1190.56,-1.191,False,bull
TATASTEEL.NS,Metals,B_ema_pullback,2020-12-24,2021-01-06,9,53.88,50.9,59.85,59.85,target_2r,384,1620.32,1.62,True,bull
TATASTEEL.NS,Metals,B_ema_pullback,2021-05-26,2021-05-26,1,93.97,92.8,96.32,92.8,stop,427,-599.59,-0.6,False,bull
TATASTEEL.NS,Metals,B_ema_pullback,2021-05-31,2021-06-08,7,95.83,92.93,101.62,95.83,stop,485,599.38,0.599,True,bull
TATASTEEL.NS,Metals,A_flat_base,2021-08-16,2021-08-20,4,130.74,120.33,151.57,120.33,stop,120,-1349.2,-1.349,False,bull
TATASTEEL.NS,Metals,B_ema_pullback,2022-03-24,2022-04-13,15,117.26,110.24,131.3,116.1348114013672,time_stop,144,-262.03,-0.262,False,neutral
TATASTEEL.NS,Metals,A_flat_base,2024-02-22,2024-03-13,14,139.04,130.04,157.03,139.04,stop,128,475.36,0.475,True,bull
TATASTEEL.NS,Metals,B_ema_pullback,2024-06-18,2024-07-08,15,176.24,165.58,197.56,168.3538818359375,time_stop,101,-896.5,-0.896,False,bull
POWERGRID.NS,Utilities,A_flat_base,2016-07-01,2016-07-22,15,58.36,53.43,68.22,59.13810348510742,time_stop,219,70.4,0.07,True,bull
POWERGRID.NS,Utilities,A_flat_base,2016-07-29,2016-08-26,20,63.02,57.13,74.81,64.275146484375,time_stop,181,127.18,0.127,True,bull
POWERGRID.NS,Utilities,A_flat_base,2018-04-18,2018-05-10,16,76.09,72.57,83.13,77.0888671875,time_stop,296,195.66,0.196,True,bull
POWERGRID.NS,Utilities,A_flat_base,2021-01-07,2021-01-28,15,84.61,79.48,94.86,79.48,stop,235,-1305.55,-1.306,False,bull
POWERGRID.NS,Utilities,A_flat_base,2021-02-17,2021-03-09,15,96.36,88.36,112.35,93.9110870361328,time_stop,126,-408.56,-0.409,False,bull
POWERGRID.NS,Utilities,A_flat_base,2021-10-14,2021-10-28,10,118.22,110.17,134.32,110.17,stop,134,-1178.7,-1.179,False,bull
POWERGRID.NS,Utilities,A_flat_base,2022-03-31,2022-04-07,6,135.41,128.06,150.11,150.11,target_2r,122,1245.05,1.245,True,bull
POWERGRID.NS,Utilities,A_flat_base,2023-06-22,2023-07-13,15,171.54,158.91,196.8,161.47166442871094,time_stop,79,-895.4,-0.895,False,bull
POWERGRID.NS,Utilities,A_flat_base,2023-09-21,2023-10-12,15,185.28,172.14,211.57,181.26171875,time_stop,79,-417.44,-0.417,False,bull
POWERGRID.NS,Utilities,B_ema_pullback,2024-03-01,2024-03-11,6,266.98,254.46,292.02,266.98,stop,97,500.96,0.501,True,bull
POWERGRID.NS,Utilities,A_flat_base,2024-05-03,2024-05-27,16,292.27,266.15,344.51,297.5476989746094,time_stop,36,90.0,0.09,True,bull
POWERGRID.NS,Utilities,A_flat_base,2024-06-04,2024-06-04,1,313.77,284.31,372.69,284.31,stop,31,-1013.26,-1.013,False,bull
POWERGRID.NS,Utilities,B_ema_pullback,2024-06-28,2024-07-19,15,311.94,298.12,339.59,311.94,stop,82,467.03,0.467,True,bull
POWERGRID.NS,Utilities,A_flat_base,2024-09-26,2024-10-08,8,343.87,305.31,420.98,305.31,stop,26,-1102.56,-1.103,False,bull
NTPC.NS,Utilities,A_flat_base,2016-05-31,2016-07-12,30,83.35,77.09,95.88,91.47694396972656,hard_time_exit,169,1117.47,1.117,True,neutral
NTPC.NS,Utilities,A_flat_base,2016-08-19,2016-09-09,15,96.98,90.58,109.77,92.77271270751952,time_stop,172,-823.65,-0.824,False,bull
NTPC.NS,Utilities,A_flat_base,2017-01-13,2017-02-03,15,102.28,94.12,118.6,100.45508575439452,time_stop,135,-346.36,-0.346,False,bull
NTPC.NS,Utilities,A_flat_base,2019-06-26,2019-07-08,9,106.63,100.34,119.22,100.34,stop,185,-1263.65,-1.264,False,bull
NTPC.NS,Utilities,A_flat_base,2021-05-12,2021-06-02,15,95.28,84.06,117.71,92.6407699584961,time_stop,101,-366.56,-0.367,False,bull
NTPC.NS,Utilities,A_flat_base,2021-09-29,2021-10-14,12,112.69,104.61,128.86,128.86,target_2r,118,1330.75,1.331,True,bull
NTPC.NS,Utilities,A_flat_base,2022-04-04,2022-04-18,9,125.2,116.13,143.35,143.35,target_2r,100,1261.5,1.261,True,bull
NTPC.NS,Utilities,A_flat_base,2022-04-19,2022-05-10,15,145.55,133.01,170.62,137.06947326660156,time_stop,91,-871.73,-0.872,False,bull
NTPC.NS,Utilities,A_flat_base,2022-09-15,2022-09-23,7,156.89,148.1,174.46,148.1,stop,147,-1392.13,-1.392,False,bull
NTPC.NS,Utilities,A_flat_base,2022-11-02,2022-11-23,15,163.63,145.14,200.62,151.02191162109375,time_stop,54,-780.84,-0.781,False,bull
NTPC.NS,Utilities,A_flat_base,2023-07-31,2023-09-11,30,195.88,175.39,236.85,227.31256103515625,hard_time_exit,54,1301.64,1.302,True,bull
NTPC.NS,Utilities,A_flat_base,2023-12-01,2023-12-13,9,247.93,233.47,276.85,276.85,target_2r,75,1533.98,1.534,True,bull
NTPC.NS,Utilities,A_flat_base,2024-01-05,2024-01-18,10,305.15,285.16,345.13,285.16,stop,70,-1499.3,-1.499,False,bull
NTPC.NS,Utilities,A_flat_base,2024-03-05,2024-03-13,6,338.67,315.16,385.68,315.16,stop,45,-1157.95,-1.158,False,bull
NTPC.NS,Utilities,A_flat_base,2024-03-28,2024-05-14,30,316.72,291.47,367.22,339.1860656738281,hard_time_exit,40,854.32,0.854,True,bull
NTPC.NS,Utilities,B_ema_pullback,2024-06-19,2024-06-20,2,352.88,343.07,372.51,343.07,stop,107,-1149.67,-1.15,False,bull
NTPC.NS,Utilities,A_flat_base,2024-06-28,2024-07-19,15,360.66,338.95,404.09,347.6228332519531,time_stop,48,-725.78,-0.726,False,bull
NTPC.NS,Utilities,A_flat_base,2024-09-20,2024-10-11,15,411.69,375.35,484.38,405.95074462890625,time_stop,31,-277.92,-0.278,False,bull
ONGC.NS,Energy,A_flat_base,2016-09-08,2016-09-29,15,99.38,92.93,112.27,99.33763885498048,time_stop,230,-109.74,-0.11,False,bull
ONGC.NS,Energy,A_flat_base,2017-11-07,2017-11-14,6,126.76,113.59,153.09,113.59,stop,90,-1285.3,-1.285,False,bull
ONGC.NS,Energy,B_ema_pullback,2019-03-20,2019-04-11,15,103.73,97.68,115.82,105.5795669555664,time_stop,162,199.63,0.2,True,bull
ONGC.NS,Energy,A_flat_base,2019-04-25,2019-05-17,15,112.18,103.75,129.05,111.40443420410156,time_stop,117,-190.74,-0.191,False,bull
ONGC.NS,Energy,A_flat_base,2021-02-17,2021-02-25,7,74.73,68.79,86.61,86.61,target_2r,170,1414.7,1.415,True,bull
ONGC.NS,Energy,A_flat_base,2021-09-22,2021-10-05,10,100.08,91.29,117.67,117.67,target_2r,108,1325.06,1.325,True,bull
ONGC.NS,Energy,A_flat_base,2021-10-06,2021-10-27,15,123.52,103.59,163.39,117.3799285888672,time_stop,55,-437.7,-0.438,False,bull
ONGC.NS,Energy,A_flat_base,2022-01-20,2022-02-10,15,131.87,120.56,154.49,130.35218811035156,time_stop,93,-241.16,-0.241,False,bull
ONGC.NS,Energy,A_flat_base,2023-09-04,2023-09-25,15,158.65,148.97,178.01,159.9149169921875,time_stop,129,63.17,0.063,True,neutral
ONGC.NS,Energy,A_flat_base,2023-11-16,2023-12-07,15,174.74,165.69,192.85,176.59910583496094,time_stop,158,193.74,0.194,True,neutral
ONGC.NS,Energy,A_flat_base,2024-01-16,2024-02-28,30,208.82,185.83,254.79,239.4072265625,hard_time_exit,46,1132.05,1.132,True,bull
ONGC.NS,Energy,A_flat_base,2024-04-16,2024-04-18,2,249.79,238.73,271.91,249.79,stop,74,309.22,0.309,True,bull
ONGC.NS,Energy,B_ema_pullback,2024-07-09,2024-07-23,10,271.25,245.84,322.08,271.25,stop,42,433.82,0.434,True,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2016-09-01,2016-10-18,30,295.36,264.54,356.99,331.322998046875,hard_time_exit,32,968.53,0.969,True,bull
BAJAJFINSV.NS,NBFC,B_ema_pullback,2017-08-17,2017-09-21,25,537.1,493.65,623.99,546.754150390625,time_stop,24,131.7,0.132,True,neutral
BAJAJFINSV.NS,NBFC,A_flat_base,2018-05-18,2018-06-28,30,556.54,520.71,628.21,582.800537109375,hard_time_exit,29,795.67,0.796,True,bull
BAJAJFINSV.NS,NBFC,B_ema_pullback,2020-12-24,2021-01-06,9,907.23,868.47,984.74,868.47,stop,32,-1340.32,-1.34,False,bull
BAJAJFINSV.NS,NBFC,B_ema_pullback,2021-02-24,2021-02-26,3,1001.75,976.81,1051.63,992.766511836276,stop_gap_down,45,242.06,0.242,True,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2021-04-29,2021-06-10,30,1052.69,957.85,1242.36,1196.6180419921875,hard_time_exit,11,1237.72,1.238,True,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2021-07-12,2021-08-23,29,1287.6,1162.48,1537.84,1537.84,target_2r,8,1401.44,1.401,True,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2021-09-24,2021-10-14,15,1858.13,1659.17,2256.04,1845.1871337890625,time_stop,5,-164.71,-0.165,False,bull
BAJAJFINSV.NS,NBFC,B_ema_pullback,2022-09-01,2022-09-26,18,1679.92,1552.5,1934.75,1679.92,stop,7,282.23,0.282,True,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2022-11-07,2022-11-21,10,1812.03,1632.31,2171.47,1632.31,stop,6,-1178.32,-1.178,False,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2023-07-05,2023-07-25,15,1630.81,1481.51,1929.4,1647.0079345703125,time_stop,6,-2.81,-0.003,False,bull
BAJAJFINSV.NS,NBFC,A_flat_base,2023-11-17,2023-12-01,10,1592.86,1548.27,1682.05,1682.05,target_2r,14,836.46,0.836,True,bull
JSWSTEEL.NS,Metals,A_flat_base,2016-07-28,2016-08-22,17,157.01,143.53,183.96,159.57125854492188,time_stop,74,89.53,0.09,True,bull
JSWSTEEL.NS,Metals,B_ema_pullback,2017-02-09,2017-02-09,1,171.85,168.82,177.92,168.82,stop,292,-984.76,-0.985,False,bull
JSWSTEEL.NS,Metals,B_ema_pullback,2017-02-10,2017-02-13,2,175.38,167.75,190.63,167.75,stop,142,-1183.46,-1.183,False,bull
JSWSTEEL.NS,Metals,A_flat_base,2017-03-17,2017-04-12,18,175.51,158.1,210.33,177.32144165039062,time_stop,64,15.93,0.016,True,bull
JSWSTEEL.NS,Metals,A_flat_base,2018-01-05,2018-02-06,22,255.15,238.88,287.7,254.5332370356637,stop_gap_down,70,448.21,0.448,True,bull
JSWSTEEL.NS,Metals,B_ema_pullback,2020-09-02,2020-09-22,15,273.37,250.12,319.88,250.12,stop,46,-1169.5,-1.17,False,bull
JSWSTEEL.NS,Metals,A_flat_base,2020-10-19,2020-11-27,30,297.73,264.44,364.3,331.5065612792969,hard_time_exit,33,1006.68,1.007,True,bull
JSWSTEEL.NS,Metals,B_ema_pullback,2021-05-18,2021-05-24,5,685.9,641.75,774.19,641.75,stop,28,-1336.2,-1.336,False,bull
JSWSTEEL.NS,Metals,A_flat_base,2023-06-09,2023-07-21,30,741.28,680.92,861.99,778.2415771484375,hard_time_exit,17,715.53,0.716,True,bull
JSWSTEEL.NS,Metals,A_flat_base,2023-08-11,2023-08-14,2,822.16,785.91,894.66,785.91,stop,27,-1078.75,-1.079,False,neutral
JSWSTEEL.NS,Metals,A_flat_base,2024-10-04,2024-10-17,10,1040.24,970.09,1180.54,970.09,stop,15,-1152.25,-1.152,False,bull
GRASIM.NS,Diversified,A_flat_base,2016-07-01,2016-08-11,29,679.17,617.86,801.8,679.17,stop,16,390.48,0.39,True,bull
GRASIM.NS,Diversified,A_flat_base,2017-02-13,2017-03-06,15,744.16,683.81,864.86,736.1578979492188,time_stop,17,-236.04,-0.236,False,bull
GRASIM.NS,Diversified,A_flat_base,2017-06-01,2017-06-21,15,836.63,794.33,921.23,830.0747680664062,time_stop,19,-224.55,-0.225,False,bull
GRASIM.NS,Diversified,A_flat_base,2021-01-27,2021-02-04,7,1034.42,962.38,1178.49,1178.49,target_2r,13,1340.73,1.341,True,neutral
GRASIM.NS,Diversified,B_ema_pullback,2021-03-02,2021-03-31,20,1239.61,1158.75,1401.33,1401.33,target_2r,14,1598.06,1.598,True,bull
GRASIM.NS,Diversified,A_flat_base,2023-09-14,2023-10-06,15,1922.83,1794.36,2179.77,1881.6597900390625,time_stop,8,-429.36,-0.429,False,bull
GRASIM.NS,Diversified,A_flat_base,2023-10-13,2023-10-25,8,1975.23,1853.78,2218.13,1853.78,stop,7,-950.15,-0.95,False,bull
GRASIM.NS,Diversified,A_flat_base,2024-06-28,2024-08-05,26,2618.96,2414.41,3028.05,2618.96,stop,4,309.1,0.309,True,bull
GRASIM.NS,Diversified,A_flat_base,2024-08-23,2024-09-12,15,2764.12,2495.97,3300.41,2747.106689453125,time_stop,4,-168.05,-0.168,False,bull
DIVISLAB.NS,Pharma,A_flat_base,2016-08-17,2016-09-29,30,1179.65,1066.33,1406.3,1210.297607421875,hard_time_exit,8,145.18,0.145,True,bull
DIVISLAB.NS,Pharma,A_flat_base,2017-12-28,2018-01-17,15,1062.58,962.11,1263.53,1047.103271484375,time_stop,9,-239.29,-0.239,False,neutral
DIVISLAB.NS,Pharma,A_flat_base,2018-09-18,2018-10-10,15,1302.75,1174.55,1559.16,1236.427490234375,time_stop,7,-564.26,-0.564,False,bull
DIVISLAB.NS,Pharma,A_flat_base,2019-01-11,2019-01-31,15,1449.58,1360.76,1627.21,1435.0277099609375,time_stop,11,-260.08,-0.26,False,bull
DIVISLAB.NS,Pharma,A_flat_base,2019-02-05,2019-02-26,15,1540.99,1391.11,1840.74,1544.831787109375,time_stop,7,-73.11,-0.073,False,bull
DIVISLAB.NS,Pharma,A_flat_base,2020-08-11,2020-08-31,15,3048.91,2524.09,4098.56,3029.23193359375,time_stop,1,-119.68,-0.12,False,bull
