symbol,sector,entry_date,exit_date,trading_days,entry,stop_initial,stop_final,target,exit_price,exit_reason,shares,pnl,r_multiple,win,market_state,season_score,rs_vs_nifty,adx_at_entry,pullback_candles,nifty_return_pct,nifty_green
WHIRLPOOL.NS,Consumer Durables,2023-08-23,2023-08-25,3,1623.51,1526.61,1607.1327469014643,1817.31,1607.13,stop,10,-263.77,-0.264,False,bull,60.0,8.7,28.1,4,-0.67,False
WHIRLPOOL.NS,Consumer Durables,2024-08-09,2024-08-12,2,2098.76,1987.58,2070.615357244434,2321.12,2062.15,stop_gap_down,8,-392.9,-0.393,False,bull,60.0,38.6,39.6,3,0.95,True
VOLTAS.NS,Consumer Durables,2017-03-08,2017-03-08,1,367.79,346.85,361.34708900013607,409.67,361.35,stop,47,-402.82,-0.403,False,bull,60.0,10.0,29.4,3,-0.25,False
VOLTAS.NS,Consumer Durables,2017-04-21,2017-04-21,1,401.05,380.05,391.2536772425072,443.06,391.25,stop,47,-560.43,-0.56,False,bull,46.7,10.7,37.9,4,-0.19,False
VOLTAS.NS,Consumer Durables,2019-04-15,2019-04-18,3,600.53,582.35,598.7711745060395,636.88,598.77,stop,55,-196.74,-0.197,False,bull,46.7,6.3,37.1,3,0.94,True
VOLTAS.NS,Consumer Durables,2020-10-09,2020-10-09,1,678.85,645.54,663.6879806823356,745.46,663.69,stop,30,-554.86,-0.555,False,bull,60.0,16.6,28.4,3,0.67,True
VOLTAS.NS,Consumer Durables,2024-02-09,2024-02-09,1,1063.68,1001.35,1028.2368299017623,1188.34,1028.24,stop,16,-667.09,-0.667,False,neutral,63.3,16.7,36.2,3,0.3,True
Dixon.NS,Electronics,2024-06-26,2024-06-26,1,11702.31,11143.11,11570.712517651968,12820.7,11570.71,stop,1,-231.6,-0.232,False,bull,57.1,55.7,36.6,4,0.62,True
IGL.NS,Utilities,2017-01-30,2017-01-31,2,84.6,80.3,83.82786328857152,93.2,83.83,stop,232,-279.14,-0.279,False,bull,60.0,11.0,25.5,3,-0.93,False
IGL.NS,Utilities,2017-10-11,2017-10-17,5,133.2,125.15,133.59358518792027,149.3,133.59,stop,124,-51.2,-0.051,False,bull,51.7,31.4,31.9,3,2.17,True
IGL.NS,Utilities,2019-10-30,2019-11-04,4,171.27,161.95,173.90710447952463,189.91,173.91,stop,107,182.17,0.182,True,bull,51.7,21.3,36.4,4,1.31,True
IGL.NS,Utilities,2019-11-29,2019-12-04,4,184.35,176.96,184.92119074427896,199.12,184.92,stop,135,-22.89,-0.023,False,bull,49.4,14.6,43.0,3,-0.89,False
MGL.NS,Utilities,2019-03-27,2019-04-02,4,839.79,782.62,854.2606218950189,954.14,854.26,stop,17,146.0,0.146,True,bull,47.1,6.3,28.5,3,2.0,True
MGL.NS,Utilities,2021-02-19,2021-02-22,2,1035.44,986.06,1031.348818025846,1134.2,1031.35,stop,20,-181.82,-0.182,False,bull,49.4,7.6,27.4,3,-2.93,False
TORNTPOWER.NS,Utilities,2017-08-29,2017-08-29,1,172.57,167.91,170.4854591864678,181.88,170.49,stop,214,-546.09,-0.546,False,neutral,53.4,10.3,31.3,3,-1.18,False
TORNTPOWER.NS,Utilities,2023-04-25,2023-04-26,2,522.16,490.73,518.3370459217758,585.03,518.0,stop_gap_down,31,-228.9,-0.229,False,bull,52.9,25.1,28.2,5,0.4,True
CESC.NS,Utilities,2024-04-30,2024-05-06,4,139.81,131.68,142.437462105013,156.06,142.44,stop,123,223.18,0.223,True,bull,52.9,5.2,30.4,3,-0.89,False
NHPC.NS,Utilities,2017-01-27,2017-02-01,4,18.5,17.84,19.073287351251427,19.81,19.04,stop_gap_down,1525,723.76,0.724,True,bull,60.0,11.9,32.2,3,1.32,True
NHPC.NS,Utilities,2023-08-23,2023-08-25,3,46.98,45.56,47.02504273516986,49.81,47.03,stop,705,-68.24,-0.068,False,bull,53.4,12.2,36.7,3,-0.67,False
OBEROIRLTY.NS,Real Estate,2022-08-26,2022-08-29,2,959.1,904.14,947.3809096339504,1069.02,927.68,stop_gap_down,18,-665.6,-0.666,False,bull,48.0,15.5,34.8,3,-1.2,False
DLF.NS,Real Estate,2017-11-28,2017-11-29,2,217.17,203.85,213.53492892146113,243.8,213.53,stop,75,-372.63,-0.373,False,bull,64.0,22.6,28.6,3,-0.37,False
DLF.NS,Real Estate,2018-01-10,2018-01-12,3,253.46,238.53,250.16899950498487,283.33,250.17,stop,66,-317.21,-0.317,False,bull,53.3,51.4,29.5,3,0.42,True
DLF.NS,Real Estate,2020-01-27,2020-01-27,1,250.12,243.05,249.49227429652484,264.27,249.49,stop,141,-188.51,-0.189,False,bull,53.3,41.4,40.3,3,-1.06,False
DLF.NS,Real Estate,2022-08-17,2022-08-19,3,373.61,359.41,371.3762503089499,402.01,371.38,stop,70,-256.36,-0.256,False,bull,48.0,5.7,30.7,3,-0.37,False
DLF.NS,Real Estate,2023-05-02,2023-05-03,2,418.51,398.58,412.4117324316109,458.37,412.41,stop,50,-404.91,-0.405,False,bull,48.0,17.1,33.1,3,0.14,True
DLF.NS,Real Estate,2023-06-14,2023-06-15,2,495.08,469.8,489.2920817920452,545.63,489.29,stop,39,-325.73,-0.326,False,bull,58.0,35.3,43.6,3,-0.15,False
DLF.NS,Real Estate,2023-07-03,2023-07-03,1,483.31,458.86,476.8541164431017,532.21,476.85,stop,40,-358.24,-0.358,False,bull,58.0,27.0,25.6,3,0.7,True
DLF.NS,Real Estate,2023-11-16,2023-11-20,3,614.54,577.49,617.0346643600674,688.64,617.03,stop,26,-35.14,-0.035,False,neutral,64.0,28.6,33.7,5,0.09,True
GODREJPROP.NS,Real Estate,2017-11-30,2017-11-30,1,726.63,707.73,714.9500122070312,764.42,714.95,stop,52,-707.36,-0.707,False,bull,64.0,16.3,30.7,3,-1.3,False
GODREJPROP.NS,Real Estate,2023-06-05,2023-06-06,2,1428.43,1356.6,1410.6500244140625,1572.08,1410.65,stop,13,-331.14,-0.331,False,neutral,58.0,19.9,28.2,5,0.35,True
GODREJPROP.NS,Real Estate,2023-06-14,2023-06-19,4,1481.43,1401.59,1525.0,1641.11,1525.0,stop,12,422.84,0.423,True,bull,58.0,23.3,31.7,3,0.21,True
GODREJPROP.NS,Real Estate,2023-06-28,2023-07-03,3,1574.57,1475.0,1564.4000244140625,1773.72,1564.4,stop,10,-201.7,-0.202,False,bull,58.0,43.2,40.7,3,2.68,True
GODREJPROP.NS,Real Estate,2024-01-16,2024-01-16,1,2312.26,2164.62,2279.25,2607.54,2279.25,stop,6,-298.06,-0.298,False,bull,53.3,23.8,32.6,3,-0.29,False
PRESTIGE.NS,Real Estate,2019-04-18,2019-04-18,1,269.4,257.76,269.42202975077436,292.68,269.13,stop_gap_down,85,-122.99,-0.123,False,bull,48.0,17.7,44.8,3,-0.29,False
PHOENIXLTD.NS,Real Estate,2023-08-17,2023-08-18,2,868.31,819.23,861.572630966351,966.46,861.57,stop,20,-234.75,-0.235,False,bull,48.0,16.4,39.4,3,-0.8,False
