entry,sl,risk,shares,pnl,exit_reason,date,symbol
1.6,1.5976000000000001,0.0023999999999999577,62500,4762.499999999996,EOD Exit,2021-08-06,SHRENIK
13.5,12.481250000000001,1.018749999999999,1963,-1374.0999999999985,EOD Exit,2021-08-09,MANUGRAPH
18.0,17.323975,0.6760249999999992,2958,999.8409749999988,Stopped Out,2021-08-10,SETCO
4.9,4.892650000000001,0.007349999999999746,20408,2115.79939999999,EOD Exit,2021-08-11,TCIFINANCE
333.5,314.52750000000003,18.972499999999968,105,-367.5,EOD Exit,2021-08-12,HNGSNGBEES
40.75,38.142700000000005,2.607299999999995,767,84.36999999999956,EOD Exit,2021-08-13,ICICIB22
322.5,317.57292500000005,4.927074999999945,310,763.6966249999915,Stopped Out,2021-08-16,ORIENTELEC
18.55,18.522175,0.02782499999999999,5390,74.98837499999996,Stopped Out,2021-08-17,NIBL
51.05,50.973425,0.07657499999999828,1958,5067.866924999999,EOD Exit,2021-08-18,CTE
2733.45,2692.05585,41.39414999999963,36,-1490.1893999999866,Stopped Out,2021-08-20,HEROMOTOCO
385.9,365.50092500000005,20.399074999999925,98,-1264.1999999999978,EOD Exit,2021-08-23,UNITEDTEA
579.5,549.1750000000001,30.324999999999932,65,1755.7999999999963,EOD Exit,2021-08-24,DHUNINV
8.25,8.237625000000001,0.012374999999998693,12121,2196.3424999999897,EOD Exit,2021-08-25,TREEHOUSE
2.4,2.3964,0.0036000000000000476,41666,74.998800000001,EOD Exit,2021-08-26,GLFL
42.19,37.943000000000005,4.246999999999993,470,-178.59999999999786,EOD Exit,2021-08-27,GOLDIETF
15.25,14.228625000000001,1.021374999999999,1958,1734.176124999999,EOD Exit,2021-08-30,AGROPHOS
6.3,6.2905500000000005,0.009449999999999292,15873,9202.545199999997,EOD Exit,2021-08-31,NORBTEAEXP
6.9,6.8896500000000005,0.01034999999999986,14492,2973.396099999995,EOD Exit,2021-09-01,NORBTEAEXP
6.65,6.6400250000000005,0.009974999999999845,15037,2706.6420499999963,EOD Exit,2021-09-02,NORBTEAEXP
9.8,9.485750000000001,0.3142499999999995,6364,636.3999999999977,EOD Exit,2021-09-03,ADROITINFO
6.6,6.5901,0.00990000000000002,15151,4620.592500000004,EOD Exit,2021-09-06,NORBTEAEXP
6.6,6.5901,0.00990000000000002,15151,1968.9925,EOD Exit,2021-09-07,NORBTEAEXP
297.85,293.90847500000007,3.941524999999956,335,368.4999999999886,EOD Exit,2021-09-08,VEDL
17.3,17.274050000000003,0.02594999999999814,5780,4987.995499999993,EOD Exit,2021-09-09,THOMASCOTT
334.5,333.99825000000004,0.5017499999999586,298,6571.160749999997,EOD Exit,2021-09-13,BETA
181.79,164.55280000000002,17.237199999999973,116,88.16000000000224,EOD Exit,2021-09-14,IDFNIFTYET
85.5,82.8755,2.6244999999999976,762,228.59999999999783,EOD Exit,2021-09-15,PFOCUS
220.2,217.8727,2.3272999999999797,454,-317.79999999999484,EOD Exit,2021-09-16,BPCL
6.45,6.4403250000000005,0.009674999999999656,15503,3563.390924999999,EOD Exit,2021-09-17,NORBTEAEXP
931.4,911.880125,19.519874999999956,102,239.70000000000232,EOD Exit,2021-09-20,LUPIN
0.55,0.5491750000000001,0.0008249999999999647,181818,4620.449924999991,EOD Exit,2021-09-21,GAYAHWS
0.55,0.5491750000000001,0.0008249999999999647,181818,9165.899924999994,EOD Exit,2021-09-22,GAYAHWS
0.6,0.5991,0.0009000000000000119,166666,4241.6497000000045,EOD Exit,2021-09-23,GAYAHWS
0.6,0.5991,0.0009000000000000119,166666,74.99970000000098,EOD Exit,2021-09-24,GAYAHWS
314.65,302.14610000000005,12.50389999999993,159,1595.8080999999963,EOD Exit,2021-09-27,ZEEL
6.45,6.4403250000000005,0.009674999999999656,15503,1625.3909249999988,EOD Exit,2021-09-28,NORBTEAEXP
478.0,459.9091,18.090899999999976,110,16.4999999999975,EOD Exit,2021-09-29,PRESTIGE
306.8,303.1446,3.655399999999986,325,-1188.0049999999956,Stopped Out,2021-09-30,ZEEL
75.1,74.98734999999999,0.11265000000000214,1331,5336.312250000005,EOD Exit,2021-10-01,ICDSLTD
0.55,0.5491750000000001,0.0008249999999999647,181818,4620.449924999991,EOD Exit,2021-10-04,GAYAHWS
27.45,26.85965,0.5903500000000008,3387,4810.962550000001,EOD Exit,2021-10-05,CALSOFT
6.5,6.4902500000000005,0.009749999999999481,15384,3151.796999999999,EOD Exit,2021-10-06,NORBTEAEXP
9.3,8.986500000000001,0.31349999999999945,6379,-956.8500000000023,EOD Exit,2021-10-07,CENTEXT
0.95,0.9485750000000001,0.0014249999999998986,105263,2706.5991749999966,EOD Exit,2021-10-08,RMDRIP
1677.1,1661.5040000000001,15.595999999999776,59,867.7839999999976,EOD Exit,2021-10-11,INFY
753.95,739.738725,14.211275,132,-1875.8883,Stopped Out,2021-10-12,KRSNAA
2.85,2.8457250000000003,0.004274999999999807,35087,74.9963249999966,EOD Exit,2021-10-13,KAUSHALYA
0.8,0.7988000000000001,0.0011999999999999789,125000,74.99999999999868,EOD Exit,2021-10-14,ZENITHSTL
3948.9,3900.5404000000003,48.35959999999977,25,-1208.9899999999943,Stopped Out,2021-10-18,BAJAJ-AUTO
361.0,360.4585,0.541499999999985,277,665.4769999999979,EOD Exit,2021-10-19,DRCSYSTEMS
234.25,218.6715,15.578499999999991,128,-499.2000000000007,EOD Exit,2021-10-20,TATAPOWER
51.8,50.474175,1.3258249999999947,1508,999.672049999996,Stopped Out,2021-10-21,TTML
8155.65,7895.938300000001,259.7116999999989,7,-1817.9818999999925,Stopped Out,2021-10-22,INDIAMART
41.2,40.43925,0.7607500000000016,2427,922.789750000002,Stopped Out,2021-10-25,VISHWARAJ
26.3,24.86265,1.4373500000000021,1391,3469.758250000002,EOD Exit,2021-10-26,RVHL
50.0,49.575525,0.42447500000000105,2000,5274.475000000003,EOD Exit,2021-10-27,ICDSLTD
120.4,118.27232500000001,2.1276749999999964,830,882.9851249999986,Stopped Out,2021-10-28,IRB
131.65,128.60680000000002,3.0431999999999846,657,1327.169599999995,EOD Exit,2021-10-29,NTPC
6.85,6.839725,0.010275000000000034,14598,1534.7972250000016,EOD Exit,2021-11-01,NORBTEAEXP
53.8,53.7193,0.08070000000000022,1858,74.97030000000021,EOD Exit,2021-11-02,ICDSLTD
5.4,5.391900000000001,0.008099999999999774,18518,74.99789999999791,Stopped Out,2021-11-03,NEXTMEDIA
269.75,269.345375,0.40462500000001,370,5310.355625000004,EOD Exit,2021-11-08,SANGAMIND
20.65,18.921575,1.7284249999999979,1157,520.6500000000033,EOD Exit,2021-11-09,UJJIVANSFB
149.85,142.9852,6.8648000000000025,291,-829.3499999999983,EOD Exit,2021-11-10,ROSSELLIND
774.2,749.7237250000001,24.476274999999987,81,-502.2000000000037,EOD Exit,2021-11-11,METROPOLIS
487.6,475.4857,12.114300000000014,165,2898.2226,EOD Exit,2021-11-12,PRESTIGE
374.976667,364.4129603985,10.56370660150003,189,992.9884205410028,Stopped Out,2021-11-15,NYKAA
158.95,152.7705,6.17949999999999,323,-1995.9784999999968,Stopped Out,2021-11-16,KANPRPLA
60.0,59.910000000000004,0.0899999999999963,1666,6780.619999999994,EOD Exit,2021-11-17,NPST
3.7,3.6944500000000002,0.005549999999999944,27027,4129.197149999996,EOD Exit,2021-11-18,TARAPUR
24.0,23.464750000000002,0.5352499999999978,3736,999.8469999999959,Stopped Out,2021-11-22,MOTOGENFIN
3488.9,3439.682725,49.21727499999997,28,1208.4418499999983,EOD Exit,2021-11-23,GLAND
347.2,340.28880000000004,6.911199999999951,288,-460.7999999999902,EOD Exit,2021-11-24,VEDL
577.9,568.096575,9.803424999999947,173,-1695.992524999991,Stopped Out,2021-11-25,NUCLEUS
336.5,331.00275,5.497250000000008,297,-1632.6832500000023,Stopped Out,2021-11-26,ZEEL
1773.25,1697.6996250000002,75.5503749999998,26,-956.7999999999988,EOD Exit,2021-11-29,PAYTM
6.6,6.5901,0.00990000000000002,15151,4999.392500000003,EOD Exit,2021-11-30,NORBTEAEXP
147.0,144.1834,2.816599999999994,680,-1767.9999999999961,EOD Exit,2021-12-01,ARROWGREEN
1897.25,1865.3477750000002,31.902224999999817,52,769.5999999999976,EOD Exit,2021-12-02,INDIGO
176.3,164.3531,11.9469,167,935.199999999999,EOD Exit,2021-12-03,AURUM
444.4,425.410925,18.989074999999957,105,-1375.4999999999964,EOD Exit,2021-12-06,DOLLAR
29.3,29.056350000000002,0.2436499999999988,3412,5192.466899999999,EOD Exit,2021-12-07,THOMASCOTT
1914.95,1832.2475000000002,82.70249999999987,24,-553.1999999999989,EOD Exit,2021-12-08,WHIRLPOOL
18.93,17.783285,1.1467150000000004,1744,-453.43999999999653,EOD Exit,2021-12-09,PVTBANIETF
4.85,4.842725,0.00727499999999992,20618,1105.8979750000046,EOD Exit,2021-12-10,LAKPRE
1134.6,1098.399925,36.20007499999997,55,1492.6020250000017,EOD Exit,2021-12-13,POLICYBZR
577.2,562.305275,14.894724999999994,134,-1995.8931499999992,Stopped Out,2021-12-14,CHOLAFIN
63.2,58.112700000000004,5.087299999999999,393,-78.60000000000112,EOD Exit,2021-12-15,STEELCAS
8.2,8.1877,0.012299999999999756,12195,7697.493099999999,EOD Exit,2021-12-16,NORBTEAEXP
67.0,66.8995,0.1004999999999967,1492,5595.373000000001,EOD Exit,2021-12-17,NPST
71.9,68.746725,3.153275000000008,634,634.0,EOD Exit,2021-12-20,AUSOMENT
22.8,21.517675,1.2823250000000002,1559,1583.9311750000002,EOD Exit,2021-12-21,MCLEODRUSS
150.2625,148.6516875,1.6108124999999802,665,834.4897500000047,EOD Exit,2021-12-22,POWERGRID
47.6,47.528600000000004,0.07139999999999702,2100,3277.469999999994,EOD Exit,2021-12-23,WIPL
364.95,360.4585,4.491499999999974,274,-1230.6709999999928,Stopped Out,2021-12-24,BIOCON
9.1,8.736875000000001,0.36312499999999837,5507,0.0,EOD Exit,2021-12-27,SALSTEEL
7.9,7.88815,0.011849999999999916,12658,1024.3486500000017,EOD Exit,2021-12-28,PASHUPATI
9.15,9.136275000000001,0.013724999999999099,10928,4992.593399999997,EOD Exit,2021-12-29,ADROITINFO
75.9,60.958425,14.941575000000007,133,-55.86000000000023,EOD Exit,2021-12-30,CONSUMBEES
147.0,143.78400000000002,3.2159999999999798,621,8181.059999999992,EOD Exit,2021-12-31,RESPONIND
37.25,37.194125,0.05587500000000034,2684,5241.684250000002,EOD Exit,2022-01-03,MASKINVEST
30.1,30.054850000000002,0.04514999999999958,3322,241.09414999999578,EOD Exit,2022-01-04,KHAITANLTD
8.8,8.786800000000001,0.013199999999999434,11363,1211.3891999999928,EOD Exit,2022-01-05,NORBTEAEXP
106.1,104.992275,1.1077249999999879,942,-1043.4769499999886,Stopped Out,2022-01-06,ASHOKA
4.75,4.742875000000001,0.007124999999999382,21052,5337.997749999993,EOD Exit,2022-01-07,GFSTEELS
183.6,167.85783500000002,15.742164999999972,127,661.670000000001,EOD Exit,2022-01-10,IDFNIFTYET
109.8,107.83800000000001,1.961999999999989,910,2462.4599999999964,EOD Exit,2022-01-11,TOUCHWOOD
46.0,45.931000000000004,0.06899999999999551,2173,74.93399999999512,Stopped Out,2022-01-12,REMSONSIND
122.6,122.4161,0.18389999999999418,815,1645.647300000001,EOD Exit,2022-01-13,PANSARI
700.0,684.971,15.028999999999996,133,-1998.8569999999995,Stopped Out,2022-01-14,AUROPHARMA
369.95,369.395075,0.5549249999999688,270,2639.914874999996,EOD Exit,2022-01-17,DRCSYSTEMS
92.55,88.31732500000001,4.232674999999986,472,-1486.799999999996,EOD Exit,2022-01-18,HFCL
8.5,8.487250000000001,0.012749999999998707,11764,1839.5954999999967,EOD Exit,2022-01-19,PASHUPATI
1805.0,1802.2925,2.707499999999982,55,3722.902499999997,EOD Exit,2022-01-20,IVZINNIFTY
1302.9,1280.17685,22.723150000000032,76,-1726.9594000000025,Stopped Out,2022-01-21,HAVELLS
74.0,70.34432500000001,3.655674999999988,547,997.9992749999967,Stopped Out,2022-01-24,DBREALTY
1705.0,1665.498,39.50199999999995,50,1897.550000000001,EOD Exit,2022-01-25,ADANIENT
513.0,502.4452,10.5548,189,2507.4012000000043,EOD Exit,2022-01-27,SBIN
457.45,439.34000000000003,18.109999999999957,110,3325.2999999999993,EOD Exit,2022-01-28,LAURUSLABS
3.8,3.7943000000000002,0.005699999999999594,26315,74.99489999999466,EOD Exit,2022-01-31,GFSTEELS
44.65,42.935500000000005,1.714499999999994,1166,408.10000000000167,EOD Exit,2022-02-01,SUBEXLTD
733.95,721.3663250000001,12.583674999999971,136,1620.689899999998,EOD Exit,2022-02-02,ADANIPORTS
285.85,279.9794,5.8706000000000245,340,1278.5020000000004,EOD Exit,2022-02-03,ZEEL
1562.35,1498.84835,63.50164999999993,31,-1718.9499999999944,EOD Exit,2022-02-04,GODREJPROP
43.4,41.487674999999996,1.9123250000000027,1045,-1410.7500000000016,EOD Exit,2022-02-07,DIGISPICE
875.55,847.02755,28.522449999999935,70,1397.285750000001,EOD Exit,2022-02-08,POLICYBZR
653.0,624.0625,28.9375,69,531.3000000000031,EOD Exit,2022-02-09,GUJGASLTD
60.0,57.713300000000004,2.286699999999996,874,1611.0878999999977,EOD Exit,2022-02-10,UMIYA-MRO
2699.75,2651.2671250000003,48.482874999999694,37,697.4499999999966,EOD Exit,2022-02-11,HEROMOTOCO
1381.0,1352.218625,28.781375000000025,69,-1985.9148750000018,Stopped Out,2022-02-14,MUTHOOTFIN
969.0,938.59,30.409999999999968,65,1303.249999999997,EOD Exit,2022-02-15,IPCALAB
48.75,48.676875,0.07312499999999744,2051,5307.5531249999985,EOD Exit,2022-02-16,SPMLINFRA
383.75,359.46000000000004,24.289999999999964,82,533.0,EOD Exit,2022-02-17,HIKAL
1135.6,1093.407425,42.192574999999806,47,4706.0292249999975,EOD Exit,2022-02-18,BUTTERFLY
527.9,511.73125000000005,16.168749999999932,123,289.0500000000028,EOD Exit,2022-02-21,BLUESTARCO
28.9,28.507175000000004,0.3928249999999949,3460,-345.9999999999926,EOD Exit,2022-02-22,NHPC
70.15,70.04477500000002,0.10522499999999013,1425,4745.070199999991,EOD Exit,2022-02-23,NPST
235.85,228.65650000000002,7.193499999999972,278,-708.8999999999953,EOD Exit,2022-02-24,FORTIS
0.7,0.6490250000000001,0.05097499999999988,39234,0.0,EOD Exit,2022-02-25,GAYAHWS
98.75,95.55645000000001,3.1935499999999877,626,970.2999999999982,EOD Exit,2022-02-28,MOTHERSON
452.0,439.489775,12.510224999999991,159,-1470.75,EOD Exit,2022-03-02,PRESTIGE
197.15,196.85427500000003,0.29572499999997603,507,303.4184249999954,EOD Exit,2022-03-03,TEMBO
1850.0,1636.5415,213.45849999999996,9,-600.3000000000004,EOD Exit,2022-03-04,IVZINNIFTY
105.3,105.14205,0.1579499999999996,949,74.8682999999998,EOD Exit,2022-03-07,IRB
49.31,45.7313,3.578700000000005,558,-22.319999999999524,EOD Exit,2022-03-08,GILT5YBEES
51.45,49.88506,1.56494,1278,1188.5399999999997,EOD Exit,2022-03-09,BSLSENETFG
169.8,165.05205,4.747950000000003,421,1957.119499999997,EOD Exit,2022-03-10,ONGC
220.0,219.67000000000002,0.3299999999999841,454,3479.909999999996,EOD Exit,2022-03-11,PKTEA
700.0,673.9875000000001,26.012499999999932,76,-1976.9499999999948,Stopped Out,2022-03-14,PAYTM
0.85,0.8487250000000001,0.001274999999999915,117647,74.99932499999501,EOD Exit,2022-03-15,GAYAHWS
60.15,59.760225000000005,0.3897749999999931,1662,323.9030249999943,Stopped Out,2022-03-16,INSPIRISYS
58.55,58.462175,0.08782499999999516,1707,3875.2147249999985,EOD Exit,2022-03-17,WIPL
1250.0,1220.66625,29.33375000000001,68,-503.2000000000062,EOD Exit,2022-03-21,PIDILITIND
11.2,11.1832,0.016799999999999926,8928,4315.795200000004,EOD Exit,2022-03-22,PASHUPATI
10.5,10.484250000000001,0.01574999999999882,9523,8170.385749999991,EOD Exit,2022-03-23,PASHUPATI
2015.85,1986.1662750000003,29.68372499999964,49,1282.409399999996,EOD Exit,2022-03-24,ABB
0.8,0.7988000000000001,0.0011999999999999789,125000,3199.9999999999945,EOD Exit,2022-03-25,RMDRIP
105.0,100.099625,4.900374999999997,408,-1999.3529999999987,Stopped Out,2022-03-28,RELINFRA
57.0,56.914500000000004,0.08549999999999613,1754,5336.983499999997,EOD Exit,2022-03-29,NDL
219.95,213.679,6.270999999999987,318,-1994.1779999999958,Stopped Out,2022-03-30,NGIL
264.35,253.91855000000004,10.431449999999984,191,-143.25,EOD Exit,2022-03-31,WOCKPHARMA
191.0,183.62415000000001,7.375849999999986,271,1777.739749999998,EOD Exit,2022-04-01,HINDOILEXP
14.75,14.378400000000001,0.37159999999999904,5382,-1076.3999999999962,EOD Exit,2022-04-04,LLOYDSENGG
33.3,33.25005,0.0499499999999955,3003,4130.374949999998,EOD Exit,2022-04-05,MASKINVEST
704.4,688.965,15.434999999999945,129,-212.84999999999707,EOD Exit,2022-04-06,CHOLAFIN
293.5,283.524075,9.975925000000018,200,-1995.1850000000036,Stopped Out,2022-04-07,ZEEL
1631.65,1602.5925000000002,29.05749999999989,61,-1308.4500000000028,EOD Exit,2022-04-08,ESCORTS
10.1,9.485750000000001,0.6142499999999984,3256,999.9989999999974,Stopped Out,2022-04-11,SUVIDHAA
151.4,132.79051500000003,18.609484999999978,107,-98.4400000000017,EOD Exit,2022-04-12,SBIETFQLTY
600.0,598.1015,1.8985000000000127,166,157.57550000000106,Stopped Out,2022-04-13,BETA
26.0,24.163700000000002,1.8362999999999978,1089,435.59999999999843,EOD Exit,2022-04-18,INDBANK
51.3,51.22305,0.07694999999999652,1949,74.94929999999661,Stopped Out,2022-04-19,INSPIRISYS
226.95,200.69850000000002,26.251499999999965,76,-148.19999999999914,EOD Exit,2022-04-20,NGIL
3251.55,3206.433125,45.116875000000164,30,3634.003124999997,EOD Exit,2022-04-21,GLAND
263.95,254.0184,9.931599999999975,201,-1996.2515999999948,Stopped Out,2022-04-22,RALLIS
31.0,29.455750000000002,1.5442499999999981,1295,1647.1297499999987,EOD Exit,2022-04-25,KARMAENG
66.02,65.92097,0.09902999999999906,1514,3988.655710000001,EOD Exit,2022-04-26,AXISCETF
10.75,10.484250000000001,0.2657499999999988,7525,999.7514999999955,Stopped Out,2022-04-27,ZEELEARN
1210.8,1179.2285000000002,31.571499999999787,63,941.8500000000029,EOD Exit,2022-04-28,TRENT
15.05,14.578100000000001,0.47189999999999976,4238,-1999.912199999999,Stopped Out,2022-04-29,LLOYDSENGG
1840.75,1816.1716500000002,24.578349999999773,54,663.6154499999939,Stopped Out,2022-05-02,INDIGO
12.75,12.531175000000001,0.21882499999999894,7843,-1716.2444749999916,Stopped Out,2022-05-04,MITTAL
32.99,29.974970000000003,3.0150299999999994,663,-19.890000000000754,EOD Exit,2022-05-05,ALPHA
2483.0,2403.639125,79.36087499999985,25,1996.880499999997,EOD Exit,2022-05-06,HEROMOTOCO
1067.4,1032.399075,35.00092500000005,57,-168.1500000000026,EOD Exit,2022-05-09,SBILIFE
439.35,433.24915,6.100850000000037,227,-1384.8929500000083,Stopped Out,2022-05-10,HINDALCO
483.4,456.3145,27.085499999999968,73,-1977.2414999999976,Stopped Out,2022-05-11,TORNTPOWER
7285.5,7210.6677500000005,74.83224999999948,13,-414.05000000000473,EOD Exit,2022-05-12,MARUTI
30.15,28.706875,1.4431249999999984,1385,761.750000000001,EOD Exit,2022-05-13,SAGARDEEP
631.7,621.2667000000001,10.433299999999917,158,3893.380699999986,EOD Exit,2022-05-16,POLICYBZR
12.3,12.281550000000001,0.018449999999999633,8130,4139.999249999999,EOD Exit,2022-05-17,PASHUPATI
458.65,440.08887500000003,18.561124999999947,107,-107.0,EOD Exit,2022-05-18,JUBLINGREA
1050.0,1023.4625000000001,26.53749999999991,75,667.5000000000068,EOD Exit,2022-05-19,PIDILITIND
28.0,27.958000000000002,0.04199999999999804,3571,5879.469999999997,EOD Exit,2022-05-20,JSLL
566.1,558.1115750000001,7.988424999999893,176,702.9813999999906,Stopped Out,2022-05-23,PAYTM
674.55,656.863225,17.686774999999898,113,-1998.6055749999884,Stopped Out,2022-05-24,RAMCOCEM
416.25,399.7994,16.45060000000001,121,987.0360000000005,Stopped Out,2022-05-25,METROPOLIS
3463.3,3360.2021250000003,103.09787499999993,19,2922.8808749999994,EOD Exit,2022-05-26,APOLLOHOSP
432.7,419.27015,13.429849999999988,148,-1987.6177999999982,Stopped Out,2022-05-27,PRESTIGE
12.15,11.832225000000001,0.31777499999999925,6293,629.2999999999978,EOD Exit,2022-05-30,LLOYDSENGG
79.9,78.03277500000002,1.8672249999999906,1071,2338.965374999995,EOD Exit,2022-05-31,ASHOKA
0.55,0.5491750000000001,0.0008249999999999647,181818,74.9999249999968,EOD Exit,2022-06-01,GAYAHWS
11.25,11.233125000000001,0.016874999999998863,8888,2296.992499999995,EOD Exit,2022-06-02,PASHUPATI
16.1,15.476750000000001,0.6232500000000005,3208,999.6929999999979,Stopped Out,2022-06-03,WEL
313.45,309.784625,3.665374999999983,319,1766.7946250000027,EOD Exit,2022-06-06,VEDL
11.1,11.08335,0.016650000000000276,9009,2777.9915999999994,EOD Exit,2022-06-07,PASHUPATI
16.5,15.277050000000001,1.222949999999999,1635,-1999.5232499999986,Stopped Out,2022-06-08,WEL
474.75,461.80625000000003,12.943749999999966,154,1285.9000000000035,EOD Exit,2022-06-09,BERGEPAINT
482.25,470.19365,12.056350000000009,165,453.75,EOD Exit,2022-06-10,BERGEPAINT
717.85,699.1497,18.70029999999997,106,439.8999999999976,EOD Exit,2022-06-13,NAUKRI
