date,symbol,is_fo,gap_pct,entry,sl,risk,shares,pnl,exit_reason
2021-06-17,ADANIENT,True,-4.715442522309492,1419.35,1350.0,69.34999999999991,28,-1941.7999999999975,Stopped Out
2021-06-18,HDIL,False,-4.0650406504065035,6.15,5.9,0.25,8000,-2000.0,Stopped Out
2021-06-21,TATAPOWER,True,-2.675998353231783,119.65,117.95,1.7000000000000028,835,2130.1000000000035,Hit Full Target
2021-06-22,GKWLIMITED,False,-7.224168126094571,578.05,529.75,48.299999999999955,41,-358.75,EOD Exit
2021-06-23,ORTEL,False,-3.5714285714285587,1.4,1.35,0.04999999999999982,40000,1999.9999999999973,EOD Exit
2021-06-24,VENKEYS,False,-3.2394788486698745,3648.95,3520.95,128.0,15,896.0,Stopped Out
2021-06-25,HCC,False,-4.952380952380948,12.5,12.35,0.15000000000000036,8000,600.0000000000014,Stopped Out
2021-06-28,BLKASHYAP,False,-4.970178926441352,24.45,23.9,0.5500000000000007,3636,2999.700000000004,Hit Full Target
2021-06-29,GAYAHWS,False,-5.55555555555556,0.9,0.85,0.050000000000000044,39999,0.0,EOD Exit
2021-06-30,ROSSELLIND,False,-6.753407682775715,156.4,145.2,11.200000000000017,178,-640.799999999999,EOD Exit
2021-07-01,PSUBNKBEES,False,-5.728788977519937,27.75,26.0,1.75,1142,-285.5,EOD Exit
2021-07-02,UMIYA-MRO,False,-5.46875,33.4,30.25,3.1499999999999986,634,253.5999999999991,EOD Exit
2021-07-05,BANKNIFTY1,False,-6.001137656427758,35.45,33.05,2.4000000000000057,833,41.64999999999763,EOD Exit
2021-07-06,SGL,False,-4.966887417218543,14.7,14.35,0.34999999999999964,5714,2999.849999999997,Hit Full Target
2021-07-07,HCC,False,-4.797979797979799,14.4,14.0,0.40000000000000036,4999,-1999.6000000000017,EOD Exit
2021-07-08,BAJAJ-AUTO,True,-2.8544141347818344,4080.0,4030.55,49.44999999999982,24,-168.0,EOD Exit
2021-07-09,DRCSYSTEMS,False,-4.365904365904365,299.0,276.0,23.0,86,-150.5,EOD Exit
2021-07-12,AMBICAAGAR,False,-4.066985645933005,20.85,20.05,0.8000000000000007,2499,-499.8000000000071,EOD Exit
2021-07-13,VINEETLAB,False,-4.982243576352618,111.5,107.8,3.700000000000003,540,-1998.0000000000016,EOD Exit
2021-07-14,RHFL,False,-4.901960784313726,5.0,4.85,0.15000000000000036,13333,999.9000000000024,Stopped Out
2021-07-15,DBL,False,-6.039121892884602,568.0,550.0,18.0,111,-666.0,EOD Exit
2021-07-16,HEXATRADEX,False,-4.9912739965096025,138.9,136.1,2.8000000000000114,714,999.600000000004,Stopped Out
2021-07-19,AXISBANK,True,-2.444401218958701,766.6,752.3,14.300000000000068,130,-1859.0000000000089,Stopped Out
2021-07-20,ADANIENT,True,-2.940649094495258,1369.9,1336.1,33.80000000000018,59,-690.3000000000027,EOD Exit
2021-07-22,BAJAJFINSV,True,-2.278302148907292,1291.2,1230.0,61.200000000000045,32,446.40000000000146,EOD Exit
2021-07-23,BIOCON,True,-2.729528535980149,398.3,387.3,11.0,181,-190.05000000000206,EOD Exit
2021-07-26,PANACEABIO,False,-6.280056577086277,339.95,327.0,12.949999999999989,154,-608.2999999999982,EOD Exit
2021-07-27,VIVIDHA,False,-6.666666666666672,0.75,0.7,0.050000000000000044,39999,999.9500000000008,Stopped Out
2021-07-28,XPROINDIA,False,-4.854368932038835,269.9,264.2,5.699999999999989,350,2992.4999999999936,Hit Full Target
2021-07-29,RAMCOSYS,False,-14.470824949698184,565.25,531.35,33.89999999999998,58,-957.0,EOD Exit
2021-07-30,NAGAFERT,False,-4.000000000000002,16.75,15.6,1.1500000000000004,1739,521.7000000000012,EOD Exit
2021-08-02,IDFCFIRSTB,False,-6.442307692307694,50.35,48.65,1.7000000000000028,1176,1793.4000000000026,EOD Exit
2021-08-03,SHYAMCENT,False,-4.966887417218543,14.8,14.35,0.45000000000000107,4444,2999.700000000007,Hit Full Target
2021-08-04,CPSEETF,False,-6.166219839142089,26.22,24.5,1.7199999999999989,1162,-220.77999999999736,EOD Exit
2021-08-05,IZMO,False,-4.96512105047189,117.85,115.8,2.049999999999997,848,-1738.3999999999976,EOD Exit
2021-08-06,SAKUMA,False,-4.615384615384619,13.1,12.45,0.6500000000000004,3076,307.5999999999989,EOD Exit
2021-08-09,MANUGRAPH,False,-5.660377358490567,13.5,12.5,1.0,2000,-1399.9999999999986,EOD Exit
2021-08-10,SETCO,False,-9.870129870129862,18.0,17.35,0.6499999999999986,3076,999.6999999999978,Stopped Out
2021-08-11,LCCINFOTEC,False,-5.263157894736835,1.85,1.8,0.050000000000000044,39999,-1999.9500000000019,Stopped Out
2021-08-12,HNGSNGBEES,False,-5.547226386806597,333.5,315.0,18.5,108,-378.0,EOD Exit
2021-08-13,ICICIB22,False,-6.050172159370374,40.75,38.2,2.549999999999997,784,86.23999999999955,EOD Exit
2021-08-16,ORIENTELEC,False,-5.510732227127407,322.5,318.05,4.449999999999989,310,689.7499999999982,Stopped Out
2021-08-17,SPMLINFRA,False,-5.000000000000003,12.75,12.35,0.40000000000000036,4999,-1749.6499999999983,EOD Exit
2021-08-18,INTENTECH,False,-4.687499999999985,74.9,70.0,4.900000000000006,408,958.7999999999977,EOD Exit
2021-08-20,HEROMOTOCO,True,-2.9816181791865715,2733.45,2696.1,37.34999999999991,36,-1344.5999999999967,Stopped Out
2021-08-23,UNITEDTEA,False,-7.770830675003201,385.9,366.05,19.849999999999966,100,-1289.9999999999977,EOD Exit
2021-08-24,DHUNINV,False,-8.242838820008558,579.5,550.0,29.5,67,1782.6999999999985,EOD Exit
2021-08-25,MUKTAARTS,False,-3.0726256983240066,36.25,34.7,1.5499999999999972,1290,-193.49999999999818,EOD Exit
2021-08-26,AARVI,False,-3.460837887067393,56.8,53.0,3.799999999999997,526,-815.2999999999985,EOD Exit
2021-08-27,GOLDIETF,False,-8.960229995208438,42.19,38.0,4.189999999999998,477,-181.25999999999783,EOD Exit
2021-08-30,AGROPHOS,False,-6.557377049180328,15.25,14.25,1.0,2000,1750.0,EOD Exit
2021-08-31,SPANDANA,False,-3.8465394512582263,622.65,612.8,9.850000000000023,160,1348.0000000000018,EOD Exit
2021-09-01,BFSI,False,-2.9395452024403834,18.1,17.5,0.6000000000000014,3333,-266.6400000000062,EOD Exit
2021-09-02,SGL,False,-3.396226415094334,13.2,12.8,0.3999999999999986,5000,999.9999999999965,Stopped Out
2021-09-03,ADROITINFO,False,-5.099150141643052,9.8,9.5,0.3000000000000007,6666,666.5999999999976,EOD Exit
2021-09-06,KRISHANA,False,-4.976415094339622,168.9,161.15,7.75,258,490.20000000000147,EOD Exit
2021-09-07,CONSOFINVT,False,-4.9802110817941845,145.0,144.05,0.9499999999999886,689,-654.5499999999922,EOD Exit
2021-09-08,VEDL,True,-5.448004111701216,297.85,294.35,3.5,335,584.5,Stopped Out
2021-09-09,VIPULLTD,False,-3.806734992679348,34.75,32.85,1.8999999999999986,1052,631.2000000000015,EOD Exit
2021-09-13,ELGIRUBCO,False,-3.787878787878788,39.3,38.1,1.1999999999999957,1666,458.1499999999977,EOD Exit
2021-09-14,IDFNIFTYET,False,-9.345948622036406,181.79,164.8,16.98999999999998,117,88.92000000000226,EOD Exit
2021-09-15,PFOCUS,False,-4.979965655409266,85.5,83.0,2.5,800,239.99999999999773,EOD Exit
2021-09-16,BPCL,True,-10.706996489509343,220.2,218.2,2.0,454,-317.79999999999484,EOD Exit
2021-09-17,JISLDVREQS,False,-3.1120331950207465,24.0,23.5,0.5,4000,1000.0,Stopped Out
2021-09-20,LUPIN,True,-3.1494820968505226,931.4,913.25,18.149999999999977,107,251.45000000000243,EOD Exit
2021-09-21,SOUTHWEST,False,-5.047318611987379,93.2,92.15,1.0499999999999972,1072,1688.3999999999955,Hit Full Target
2021-09-22,NAGAFERT,False,-4.166666666666676,10.8,10.5,0.3000000000000007,6666,1666.5,EOD Exit
2021-09-23,ARENTERP,False,-4.92359932088285,29.35,28.0,1.3500000000000014,1481,-1629.1000000000022,EOD Exit
2021-09-24,ARTEMISMED,False,-4.968152866242045,37.9,37.3,0.6000000000000014,2638,791.4000000000019,Stopped Out
2021-09-27,ZEEL,True,-4.358733145186572,314.65,302.6,12.049999999999955,165,1618.8999999999983,EOD Exit
2021-09-28,SILLYMONKS,False,-3.84615384615385,21.35,20.0,1.3500000000000014,1481,0.0,EOD Exit
2021-09-29,PRESTIGE,True,-2.0021074815595363,478.0,460.6,17.399999999999977,114,17.099999999997408,EOD Exit
2021-09-30,ZEEL,True,-2.2587931590835755,306.8,303.6,3.1999999999999886,325,-1039.9999999999964,Stopped Out
2021-10-01,ADL,False,-4.363207547169814,42.4,40.55,1.8500000000000014,1081,54.05000000000461,EOD Exit
2021-10-04,KERNEX,False,-3.269754768392378,73.5,73.4,0.09999999999999432,1360,203.9999999999884,Hit Full Target
2021-10-05,CALSOFT,False,-4.95110024449877,27.45,26.9,0.5500000000000007,3636,2999.700000000004,Hit Full Target
2021-10-06,WEIZMANIND,False,-3.0800821355236137,48.1,47.95,0.14999999999999858,2079,467.8499999999956,Hit Full Target
2021-10-07,CENTEXT,False,-6.382978723404251,9.3,9.0,0.3000000000000007,6666,-999.9000000000024,EOD Exit
2021-10-08,ITIETF,False,-2.306648575305295,36.39,36.0,0.39000000000000057,2748,1607.5800000000024,Hit Full Target
2021-10-11,INFY,True,-2.427705426806271,1677.1,1664.0,13.099999999999909,59,1165.899999999992,Hit Full Target
2021-10-12,KRSNAA,False,-6.408336453263436,753.95,740.85,13.100000000000023,132,-1729.200000000003,Stopped Out
2021-10-13,SUMEETINDS,False,-4.02298850574713,1.75,1.7,0.050000000000000044,39999,999.9500000000008,Stopped Out
2021-10-14,ICDSLTD,False,-4.818383988139362,66.1,64.1,2.0,1000,1000.0,Stopped Out
2021-10-18,BAJAJ-AUTO,True,-2.6450490430923645,3948.9,3906.4,42.5,25,-1062.5,Stopped Out
2021-10-19,NOIDATOLL,False,-4.895104895104902,6.95,6.8,0.15000000000000036,13333,-1999.9500000000048,EOD Exit
2021-10-20,TATAPOWER,True,-2.067464635473341,234.25,219.0,15.25,131,-510.9000000000008,EOD Exit
2021-10-21,TTML,False,-4.981203007518807,51.8,50.55,1.25,1600,1000.0,Stopped Out
2021-10-22,INDIAMART,False,-6.424877476422528,8155.65,7907.8,247.84999999999945,8,-1982.7999999999956,Stopped Out
2021-10-25,VISHWARAJ,False,-6.250000000000005,41.2,40.5,0.7000000000000028,2427,2548.7000000000103,Hit Full Target
2021-10-26,RVHL,False,-9.945750452079563,26.3,24.9,1.4000000000000021,1428,2998.8000000000047,Hit Full Target
2021-10-27,ICDSLTD,False,-4.976076555023926,50.0,49.65,0.3500000000000014,2000,1050.0000000000043,Hit Full Target
2021-10-28,IRB,True,-6.8389057750759905,120.4,118.45,1.9500000000000028,830,2427.7500000000036,Hit Full Target
2021-10-29,NTPC,True,-4.623225336730975,131.65,128.8,2.8499999999999943,701,1348.499999999998,EOD Exit
2021-11-01,INDIANB,False,-6.246368390470656,173.35,168.3,5.049999999999983,396,-495.0,EOD Exit
2021-11-02,BAJAJCON,False,-2.2949426264343415,231.45,227.8,3.6499999999999773,432,788.3999999999951,Stopped Out
2021-11-03,NOCIL,False,-4.988872403560847,260.45,256.1,4.349999999999966,383,830.8499999999935,Stopped Out
2021-11-08,PODDARMENT,False,-3.950073421439057,338.65,328.2,10.449999999999989,191,-1995.9499999999978,Stopped Out
2021-11-09,UJJIVANSFB,False,-13.04347826086957,20.65,18.95,1.6999999999999993,1176,529.2000000000033,EOD Exit
2021-11-10,ROSSELLIND,False,-11.612106238418782,149.85,143.2,6.650000000000006,300,-854.9999999999983,EOD Exit
2021-11-11,METROPOLIS,True,-4.541418241786117,774.2,750.85,23.350000000000023,85,-527.0000000000039,EOD Exit
2021-11-12,PRESTIGE,True,-2.3602985676820634,487.6,476.2,11.400000000000034,175,2998.200000000009,Hit Full Target
2021-11-15,NYKAA,True,-4.126596448379389,374.97666699999996,364.960401,10.016265999999973,199,991.6103339999974,Stopped Out
2021-11-16,KANPRPLA,False,-5.838041431261777,158.95,153.0,5.949999999999989,336,-1999.1999999999962,Stopped Out
2021-11-17,IZMO,False,-8.571428571428568,71.15,68.0,3.1500000000000057,634,-1172.9000000000053,EOD Exit
2021-11-18,USHAMART,False,-7.180081065431371,85.9,83.0,2.9000000000000057,689,-1998.100000000004,Stopped Out
2021-11-22,MOTOGENFIN,False,-7.724425887265126,24.0,23.5,0.5,4000,1000.0,Stopped Out
2021-11-23,GLAND,True,-2.513804742335014,3488.9,3444.85,44.05000000000018,28,1136.1000000000013,EOD Exit
2021-11-24,VEDL,True,-2.7354935945742245,347.2,340.8,6.399999999999977,288,-460.7999999999902,EOD Exit
2021-11-25,NUCLEUS,False,-5.445544554455446,577.9,568.95,8.949999999999932,173,-1548.349999999988,Stopped Out
2021-11-26,ZEEL,True,-2.038422056019941,336.5,331.5,5.0,297,-1485.0,Stopped Out
2021-11-29,PAYTM,True,-4.633681139907995,1773.25,1700.25,73.0,27,-993.5999999999988,EOD Exit
2021-11-30,HEXATRADEX,False,-4.96480177843645,133.6,128.25,5.349999999999994,373,-1939.5999999999958,EOD Exit
2021-12-01,ARROWGREEN,False,-4.968739717012164,147.0,144.4,2.5999999999999943,680,-1767.9999999999961,EOD Exit
2021-12-02,INDIGO,True,-2.178368719781377,1897.25,1868.15,29.09999999999991,52,769.5999999999976,EOD Exit
2021-12-03,AURUM,False,-4.997223764575234,176.3,164.6,11.700000000000017,170,951.9999999999991,EOD Exit
2021-12-06,DOLLAR,False,-9.527532670613198,444.4,426.05,18.349999999999966,108,-1414.7999999999963,EOD Exit
2021-12-07,THOMASCOTT,False,-4.901960784313726,29.3,29.1,0.1999999999999993,3412,1023.5999999999964,Hit Full Target
2021-12-08,WHIRLPOOL,True,-9.999255084051356,1914.95,1835.0,79.95000000000005,25,-576.2499999999989,EOD Exit
2021-12-09,PVTBANIETF,False,-5.265957446808521,18.93,17.81,1.120000000000001,1785,-464.09999999999644,EOD Exit
2021-12-10,PRAKASHSTL,False,-4.0983606557377055,6.3,6.0,0.2999999999999998,6666,-333.2999999999988,EOD Exit
2021-12-13,POLICYBZR,True,-2.9742233972240584,1134.6,1100.05,34.549999999999955,57,1501.0000000000014,EOD Exit
2021-12-14,CHOLAFIN,True,-3.1171746826698827,577.2,563.15,14.050000000000068,142,-1995.1000000000097,Stopped Out
2021-12-15,STEELCAS,False,-7.559155153247575,63.2,58.2,5.0,400,-80.00000000000114,EOD Exit
2021-12-16,SETFGOLD,False,-5.593101841062687,42.7,40.51,2.190000000000005,913,191.72999999999428,EOD Exit
2021-12-17,360ONE,False,-6.8601361382671815,1349.9,1304.3,45.600000000000136,43,-30.100000000001955,EOD Exit
2021-12-20,AUSOMENT,False,-6.707317073170736,71.9,68.85,3.0500000000000114,655,655.0,EOD Exit
2021-12-21,MCLEODRUSS,False,-9.832635983263591,22.8,21.55,1.25,1600,3000.0,Hit Full Target
2021-12-22,POWERGRID,True,-3.2913843175217776,150.2625,148.875,1.3874999999999886,665,760.3500000000076,EOD Exit
2021-12-23,CCHHL,False,-4.371584699453555,9.3,8.75,0.5500000000000007,3636,-181.80000000000257,EOD Exit
2021-12-24,BIOCON,True,-3.0319219981300978,364.95,361.0,3.9499999999999886,274,-1082.299999999997,Stopped Out
2021-12-27,SALSTEEL,False,-6.07734806629835,9.1,8.75,0.34999999999999964,5714,0.0,EOD Exit
2021-12-28,KAPSTON,False,-4.130718954248361,112.0,110.0,2.0,892,2676.0,Hit Full Target
2021-12-29,AARVI,False,-3.365143144148663,98.0,95.75,2.25,888,-1998.0,Stopped Out
2021-12-30,CONSUMBEES,False,-8.946532556908423,75.9,61.05,14.850000000000009,134,-56.28000000000023,EOD Exit
2021-12-31,RESPONIND,False,-5.20384487901889,147.0,144.0,3.0,666,2997.0,Hit Full Target
2022-01-03,RESPONIND,False,-2.9394473838918285,179.35,163.1,16.25,123,-1137.75,EOD Exit
2022-01-04,IRISDOREME,False,-3.3609100310237774,198.95,195.55,3.3999999999999773,502,853.3999999999943,Stopped Out
2022-01-05,AHLADA,False,-4.602211915804507,142.6,134.05,8.549999999999983,233,-838.7999999999987,EOD Exit
2022-01-06,ASHOKA,True,-2.5486561631139946,106.1,105.15,0.9499999999999886,942,-894.8999999999893,Stopped Out
2022-01-07,KERNEX,False,-4.979757085020248,128.95,117.35,11.599999999999994,172,120.40000000000293,EOD Exit
2022-01-10,IDFNIFTYET,False,-10.250387058886332,183.6,168.11,15.48999999999998,129,672.090000000001,EOD Exit
2022-01-11,TOUCHWOOD,False,-4.912122577737723,109.8,108.0,1.7999999999999972,910,2456.9999999999964,Hit Full Target
2022-01-12,BVCL,False,-3.968253968253968,25.45,24.2,1.25,1600,-1200.0,EOD Exit
2022-01-13,SGL,False,-4.9919484702093415,30.0,29.5,0.5,3333,2500.0,Hit Full Target
2022-01-14,AUROPHARMA,True,-4.4035674470457105,700.0,686.0,14.0,142,-1988.0,Stopped Out
2022-01-17,PREMIER,False,-4.945054945054937,9.0,8.65,0.34999999999999964,5714,2571.300000000001,EOD Exit
2022-01-18,HFCL,False,-6.071613907628432,92.55,88.45,4.099999999999994,487,-1534.0499999999959,EOD Exit
2022-01-19,LTTS,False,-6.2817083294898985,5099.9,5019.9,80.0,19,-1520.0,Stopped Out
2022-01-20,CORALFINAC,False,-6.86567164179105,49.5,47.55,1.9500000000000028,1025,-51.24999999999709,EOD Exit
2022-01-21,HAVELLS,True,-2.1521788903304624,1302.9,1282.1,20.800000000000182,76,-1580.8000000000138,Stopped Out
2022-01-24,DBREALTY,False,-4.9774459480479125,74.0,70.45,3.549999999999997,563,997.5499999999992,Stopped Out
2022-01-25,ADANIENT,True,-2.7857765487390753,1705.0,1668.0,37.0,54,1981.8000000000025,EOD Exit
2022-01-27,SBIN,True,-2.1568055960361345,513.0,503.2,9.800000000000011,194,2497.75,EOD Exit
2022-01-28,LAURUSLABS,False,-5.31525715515386,457.45,440.0,17.44999999999999,114,2983.949999999998,Hit Full Target
2022-01-31,RPPL,False,-3.3487612306016796,112.88,109.95,2.9299999999999926,682,-1930.0599999999988,EOD Exit
2022-02-01,SUBEXLTD,False,-8.801696712619297,44.65,43.0,1.6499999999999986,1212,424.20000000000175,EOD Exit
2022-02-02,ADANIPORTS,True,-2.0101522842639623,733.95,722.45,11.5,136,1547.0,EOD Exit
2022-02-03,ZEEL,True,-2.8200307639719706,285.85,280.4,5.4500000000000455,349,1237.0500000000038,EOD Exit
2022-02-04,GODREJPROP,True,-9.997901489942144,1562.35,1501.1,61.25,32,-1960.0,Stopped Out
2022-02-07,DIGISPICE,False,-5.8890147225368095,43.4,41.55,1.8500000000000014,1081,-1459.3500000000015,EOD Exit
2022-02-08,POLICYBZR,True,-3.1552989968054677,875.55,848.3,27.25,73,1402.8000000000034,EOD Exit
2022-02-09,GUJGASLTD,True,-5.843423328570357,653.0,625.0,28.0,71,546.7000000000032,EOD Exit
2022-02-10,UMIYA-MRO,False,-9.96884735202493,60.0,57.8,2.200000000000003,909,3000.800000000004,Hit Full Target
2022-02-11,HEROMOTOCO,True,-2.3444643575582425,2699.75,2655.25,44.5,37,1159.1499999999983,EOD Exit
2022-02-14,MUTHOOTFIN,True,-4.504441245655309,1381.0,1354.25,26.75,72,-1926.0,Stopped Out
2022-02-15,IPCALAB,True,-2.5452283448240065,969.0,940.0,29.0,68,1363.399999999997,EOD Exit
2022-02-16,SHIVAMAUTO,False,-4.904051172707883,24.0,22.3,1.6999999999999993,1176,-1470.0,EOD Exit
2022-02-17,HIKAL,False,-9.767101572978907,383.75,360.0,23.75,84,546.0,EOD Exit
2022-02-18,BUTTERFLY,False,-6.972484879461635,1135.6,1095.05,40.549999999999955,49,3000.6999999999966,Hit Full Target
2022-02-21,BLUESTARCO,True,-2.2599408791837554,527.9,512.5,15.399999999999977,129,303.15000000000293,EOD Exit
2022-02-22,NHPC,True,-4.658901830282868,28.9,28.55,0.34999999999999787,3460,-345.9999999999926,EOD Exit
2022-02-23,SILLYMONKS,False,-5.307855626326964,22.65,22.6,0.04999999999999716,4415,331.14999999998116,Hit Full Target
2022-02-24,FORTIS,True,-6.27546862265689,235.85,229.0,6.849999999999994,291,-742.0499999999951,EOD Exit
2022-02-25,GAYAHWS,False,-7.142857142857134,0.7,0.65,0.04999999999999993,40000,999.9999999999986,Stopped Out
2022-02-28,MOTHERSON,True,-3.744924048729125,98.75,95.7,3.049999999999997,655,1015.2499999999982,EOD Exit
2022-03-02,PRESTIGE,True,-2.7992065241348887,452.0,440.15,11.850000000000023,168,-1554.0,EOD Exit
2022-03-03,MODISONLTD,False,-2.8432732316227427,72.25,71.8,0.45000000000000284,1384,311.40000000000197,Stopped Out
2022-03-04,IVZINNIFTY,False,-8.952031775129855,1850.0,1639.0,211.0,9,-600.3000000000004,EOD Exit
2022-03-07,HDFCLIFE,True,-3.163950143815915,510.85,505.0,5.850000000000023,195,567.4500000000022,Stopped Out
2022-03-08,GILT5YBEES,False,-6.853772625584716,49.31,45.8,3.510000000000005,569,-22.759999999999515,EOD Exit
2022-03-09,BSLSENETFG,False,-14.378187524519417,51.45,49.96,1.490000000000002,1342,1248.0599999999997,EOD Exit
2022-03-10,ONGC,True,-4.076396807297609,169.8,165.3,4.5,444,2009.0999999999963,EOD Exit
2022-03-11,DODLA,False,-3.875257968355889,438.4,419.2,19.19999999999999,104,629.2000000000012,EOD Exit
2022-03-14,PAYTM,True,-12.908844590671563,700.0,675.0,25.0,80,-2000.0,Stopped Out
2022-03-15,INDOWIND,False,-4.8916064480266765,20.0,19.5,0.5,4000,3000.0,Hit Full Target
2022-03-16,INSPIRISYS,False,-4.9245432883240685,60.15,59.85,0.29999999999999716,1662,747.8999999999928,Hit Full Target
2022-03-17,SURYALAXMI,False,-3.1972789115646183,73.9,71.85,2.0500000000000114,975,2364.7500000000045,EOD Exit
2022-03-21,PIDILITIND,True,-2.605162523900577,1250.0,1222.5,27.5,72,-532.8000000000065,EOD Exit
2022-03-22,NAGREEKEXP,False,-6.102362204724419,37.0,35.5,1.5,1333,133.3000000000019,EOD Exit
2022-03-23,OMAXE,False,-3.174603174603171,86.85,82.5,4.349999999999994,459,-849.1499999999974,EOD Exit
2022-03-24,ABB,True,-2.9037448800468195,2015.85,1989.15,26.699999999999818,49,1210.8000000000002,EOD Exit
2022-03-25,CNL,False,-3.7747020945895935,675.55,650.05,25.5,78,994.5,Stopped Out
2022-03-28,RELINFRA,False,-7.188644688644697,105.0,100.25,4.75,421,-1999.75,Stopped Out
2022-03-29,SHAHALLOYS,False,-4.987102321582113,121.95,110.5,11.450000000000003,174,-1992.3000000000004,EOD Exit
2022-03-30,NGIL,False,-8.859658102159894,219.95,214.0,5.949999999999989,336,-1999.1999999999962,Stopped Out
2022-03-31,WOCKPHARMA,False,-5.511094943615853,264.35,254.3,10.050000000000011,199,-149.25,EOD Exit
2022-04-01,HINDOILEXP,False,-13.597089586175535,191.0,183.9,7.099999999999994,281,1804.749999999999,EOD Exit
2022-04-04,LLOYDSENGG,False,-14.94809688581315,14.75,14.4,0.34999999999999964,5714,-1142.7999999999959,EOD Exit
2022-04-05,ETERNAL,False,-3.768115942028986,84.3,82.35,1.9500000000000028,1025,-409.99999999999125,EOD Exit
2022-04-06,CHOLAFIN,True,-2.0720976440533665,704.4,690.0,14.399999999999977,138,-227.69999999999686,EOD Exit
2022-04-07,ZEEL,True,-2.028188380886895,293.5,283.95,9.550000000000011,209,-1995.9500000000023,Stopped Out
2022-04-08,ESCORTS,False,-6.194432298498761,1631.65,1605.0,26.65000000000009,61,-1308.4500000000028,EOD Exit
2022-04-11,SUVIDHAA,False,-5.940594059405938,10.1,9.5,0.5999999999999996,3333,999.5999999999995,Stopped Out
2022-04-12,SBIETFQLTY,False,-12.83345349675558,151.4,132.99,18.409999999999997,108,-99.36000000000172,EOD Exit
2022-04-13,BETA,False,-11.204733177111908,600.0,599.0,1.0,166,249.0,Hit Full Target
2022-04-18,INDBANK,False,-6.74373795761079,26.0,24.2,1.8000000000000007,1111,444.39999999999844,EOD Exit
2022-04-19,TNTELE,False,-3.910614525139662,8.8,8.6,0.20000000000000107,9999,2999.800000000016,Hit Full Target
2022-04-20,NGIL,False,-7.504857063558151,226.95,201.0,25.94999999999999,77,-150.14999999999912,EOD Exit
2022-04-21,GLAND,True,-2.172091818860342,3251.55,3211.25,40.30000000000018,30,1813.5000000000082,Hit Full Target
2022-04-22,RALLIS,False,-8.314087759815235,263.95,254.4,9.549999999999983,209,-1995.9499999999964,Stopped Out
2022-04-25,KARMAENG,False,-8.242612752721614,31.0,29.5,1.5,1333,1666.0,EOD Exit
2022-04-26,SEJALLTD,False,-4.999999999999993,289.0,287.85,1.1499999999999773,346,596.8499999999882,Hit Full Target
