date,open,high,low,close,volume
2021-05-12,353.75,353.75,341.05,343.25,14724.0
2021-05-14,343.3,348.65,330.0,337.2,17279.0
2021-05-17,338.9,404.6,338.9,404.6,386692.0
2021-05-18,415.0,418.0,376.2,378.55,170031.0
2021-05-19,380.9,391.0,376.6,381.7,55608.0
2021-05-20,381.0,388.8,376.0,382.95,40897.0
2021-05-21,388.9,399.0,349.0,352.35,299015.0
2021-05-24,351.0,357.65,344.9,347.2,64224.0
2021-05-25,348.2,355.65,348.2,352.15,23646.0
2021-05-26,352.2,357.7,350.05,351.15,22866.0
2021-05-27,355.0,356.0,348.4,351.6,19350.0
2021-05-28,352.15,354.5,344.9,345.6,16640.0
2021-05-31,342.2,350.0,340.0,343.85,20050.0
2021-06-01,348.95,353.05,344.0,345.9,15059.0
2021-06-02,345.9,350.0,345.05,347.1,15661.0
2021-06-03,351.25,376.0,348.3,368.3,157678.0
2021-06-04,370.25,396.8,366.35,375.2,226565.0
2021-06-07,376.1,408.0,374.25,385.8,156215.0
2021-06-08,386.0,398.45,385.5,390.65,57511.0
2021-06-09,390.5,399.0,375.0,377.45,45941.0
2021-06-10,384.9,384.9,365.4,375.9,28612.0
2021-06-11,379.9,395.0,374.45,386.2,41676.0
2021-06-14,389.4,389.4,370.05,378.05,20139.0
2021-06-15,380.15,389.5,379.2,380.5,24060.0
2021-06-16,378.95,386.9,371.0,373.15,26975.0
2021-06-17,371.0,379.9,365.05,369.05,17623.0
2021-06-18,369.9,373.0,345.25,360.5,19376.0
2021-06-21,350.0,364.65,348.0,358.15,15198.0
2021-06-22,364.0,391.1,363.95,375.95,65338.0
2021-06-23,381.7,383.95,369.1,372.7,18303.0
2021-06-24,375.05,382.0,367.3,373.05,13203.0
2021-06-25,374.4,381.95,369.95,372.8,13214.0
2021-06-28,375.0,376.95,363.45,365.35,14686.0
2021-06-29,368.9,380.95,364.15,366.05,52665.0
2021-06-30,370.6,378.75,368.7,369.95,17331.0
2021-07-01,386.0,387.95,374.5,376.05,43775.0
2021-07-02,376.05,384.65,375.5,377.45,17375.0
2021-07-05,381.55,381.55,364.6,367.4,33421.0
2021-07-06,372.0,379.1,365.1,368.35,28198.0
2021-07-07,370.6,372.95,367.95,370.8,12976.0
2021-07-08,375.0,377.4,364.55,368.05,14471.0
2021-07-09,362.0,377.1,362.0,374.55,29523.0
2021-07-12,376.4,411.0,374.8,401.0,256767.0
2021-07-13,404.2,457.25,402.8,429.55,1143122.0
2021-07-14,428.0,432.0,415.0,416.35,101310.0
2021-07-15,420.0,425.0,415.0,419.35,53199.0
2021-07-16,420.25,424.7,410.25,413.1,36636.0
2021-07-19,408.0,428.0,407.0,416.5,104178.0
2021-07-20,418.0,430.0,393.0,397.65,244382.0
2021-07-22,407.7,415.7,400.45,403.45,49205.0
2021-07-23,404.2,419.9,404.2,407.9,110506.0
2021-07-26,409.0,419.0,402.5,404.35,69313.0
2021-07-27,412.5,412.5,394.15,395.7,26800.0
2021-07-28,398.4,401.05,386.3,391.65,16471.0
2021-07-29,392.0,398.1,388.05,389.6,21588.0
2021-07-30,395.0,428.8,389.7,405.05,235918.0
2021-08-02,410.35,415.85,405.05,408.45,28653.0
2021-08-03,411.8,486.0,406.0,463.1,527871.0
2021-08-04,477.95,477.95,428.85,430.85,293624.0
2021-08-05,433.9,434.5,414.0,417.2,79212.0
2021-08-06,410.15,427.6,410.15,417.75,38555.0
2021-08-09,415.0,424.75,410.0,412.2,35703.0
2021-08-10,415.0,416.45,386.5,393.65,44523.0
2021-08-11,398.7,399.3,371.0,382.1,43566.0
2021-08-12,392.0,397.0,385.3,392.65,24595.0
2021-08-13,398.45,405.0,385.0,388.35,30240.0
2021-08-16,393.0,394.0,386.0,388.4,13120.0
2021-08-17,387.9,390.95,378.0,381.1,19999.0
2021-08-18,385.95,428.95,378.75,419.15,340718.0
2021-08-20,412.6,412.7,390.0,392.2,53661.0
2021-08-23,393.1,399.75,375.75,379.85,29519.0
2021-08-24,380.0,398.0,377.65,383.1,22015.0
2021-08-25,389.0,394.05,380.6,383.8,16084.0
2021-08-26,386.0,390.0,383.0,386.35,18317.0
2021-08-27,384.25,387.5,377.6,379.9,22700.0
2021-08-30,388.6,388.6,382.0,382.85,19218.0
2021-08-31,389.7,404.95,384.5,390.7,65037.0
2021-09-01,393.45,395.15,385.0,390.3,21502.0
2021-09-02,387.5,395.0,386.6,390.05,10089.0
2021-09-03,398.0,398.0,388.0,389.8,17061.0
2021-09-06,398.0,398.0,388.0,389.9,15484.0
2021-09-07,387.1,394.35,387.1,389.05,12371.0
2021-09-08,391.0,394.0,387.0,387.9,12397.0
2021-09-09,389.55,390.5,386.45,387.7,8766.0
2021-09-13,388.05,388.05,381.65,384.9,10053.0
2021-09-14,387.45,408.0,387.45,399.5,102822.0
2021-09-15,400.0,408.0,395.0,399.15,33758.0
2021-09-16,399.15,402.0,392.5,393.35,13120.0
2021-09-17,394.2,397.7,380.85,384.8,28608.0
2021-09-20,379.1,388.95,378.7,381.85,9394.0
2021-09-21,378.2,398.4,375.0,395.55,44367.0
2021-09-22,396.0,404.8,392.0,393.3,29498.0
2021-09-23,395.8,405.0,391.8,393.55,29655.0
2021-09-24,395.0,398.0,388.0,389.45,16756.0
2021-09-27,390.8,396.1,386.7,389.6,17741.0
2021-09-28,390.0,393.85,385.0,387.55,19573.0
2021-09-29,384.0,394.8,384.0,389.6,12325.0
2021-09-30,393.25,401.0,390.95,393.3,23429.0
2021-10-01,392.4,398.0,385.0,387.8,23120.0
2021-10-04,393.0,394.75,388.0,389.1,9078.0
2021-10-05,389.6,391.5,382.1,387.15,21219.0
2021-10-06,390.85,395.0,381.05,383.55,21955.0
2021-10-07,385.3,393.8,384.25,385.7,15926.0
2021-10-08,386.35,415.9,386.0,410.5,143587.0
2021-10-11,414.5,419.8,410.1,414.9,47369.0
2021-10-12,419.0,426.35,415.25,418.0,70914.0
2021-10-13,421.35,425.5,405.95,410.55,37013.0
2021-10-14,417.0,421.3,405.5,411.35,29869.0
2021-10-18,411.35,417.0,386.7,404.6,25340.0
2021-10-19,407.65,415.05,399.7,402.4,36689.0
2021-10-20,400.65,413.9,378.0,387.8,91101.0
2021-10-21,393.7,401.0,375.0,381.7,23415.0
2021-10-22,386.85,389.4,375.25,381.8,16620.0
2021-10-25,377.0,387.95,369.0,372.95,17170.0
2021-10-26,375.0,385.0,368.0,378.65,15489.0
2021-10-27,380.05,385.0,372.0,374.25,13712.0
2021-10-28,376.0,376.95,368.0,369.7,6311.0
2021-10-29,369.75,373.0,360.1,362.9,15143.0
2021-11-01,372.7,372.7,363.25,366.65,5040.0
2021-11-02,369.45,376.15,368.0,371.05,6561.0
2021-11-03,372.95,379.6,367.5,370.45,8816.0
2021-11-04,372.45,377.9,371.3,374.9,3205.0
2021-11-08,375.0,376.95,370.05,371.6,6025.0
2021-11-09,374.6,383.0,373.05,379.35,10178.0
2021-11-10,378.75,384.15,378.0,379.45,6473.0
2021-11-11,384.9,384.9,371.2,372.0,6248.0
2021-11-12,373.15,378.2,368.0,369.8,4517.0
2021-11-15,375.0,375.0,362.0,364.35,8850.0
2021-11-16,367.0,378.0,360.0,366.65,26172.0
2021-11-17,367.45,376.0,366.05,369.45,8345.0
2021-11-18,373.0,373.5,362.8,363.0,10363.0
2021-11-22,367.45,367.45,342.05,345.95,18206.0
2021-11-23,343.55,355.0,342.0,354.05,6650.0
2021-11-24,354.05,375.0,354.05,369.15,26303.0
2021-11-25,372.4,372.4,361.25,364.7,6476.0
2021-11-26,360.0,369.9,342.65,347.05,17319.0
2021-11-29,354.95,355.0,329.0,332.1,14029.0
2021-11-30,336.95,344.0,333.0,336.8,7929.0
2021-12-01,340.2,347.0,337.15,342.2,3719.0
2021-12-02,348.05,348.05,341.0,343.1,4982.0
2021-12-03,342.6,354.7,342.6,348.15,6631.0
2021-12-06,347.0,351.7,341.05,342.1,3945.0
2021-12-07,347.85,349.95,344.0,344.45,5120.0
2021-12-08,351.3,355.0,346.0,348.85,4732.0
2021-12-09,357.25,367.7,350.25,355.85,27240.0
2021-12-10,358.85,359.35,355.35,356.8,6247.0
2021-12-13,361.9,362.0,354.0,355.3,6081.0
2021-12-14,356.45,360.0,351.0,352.3,6679.0
2021-12-15,358.65,358.65,348.05,351.2,12310.0
2021-12-16,358.25,358.25,342.75,347.2,4956.0
2021-12-17,352.4,352.4,336.4,337.5,7345.0
2021-12-20,336.0,336.0,311.25,315.2,15618.0
2021-12-21,319.7,326.35,319.7,321.5,6536.0
2021-12-22,328.0,333.0,322.6,325.9,5193.0
2021-12-23,329.7,336.8,327.2,333.8,4430.0
2021-12-24,331.0,336.8,326.0,332.15,4746.0
2021-12-27,333.95,349.9,326.3,336.2,25014.0
2021-12-28,339.15,350.0,335.0,340.5,9437.0
2021-12-29,341.0,365.85,334.65,362.2,40370.0
2021-12-30,410.0,434.6,399.0,402.8,1094481.0
2021-12-31,399.7,399.7,377.0,378.95,144767.0
2022-01-03,378.65,402.75,370.0,383.65,83591.0
2022-01-04,383.0,387.9,377.2,379.0,23628.0
2022-01-05,377.1,387.45,366.05,380.3,69776.0
2022-01-06,440.0,442.0,422.2,428.4,1018056.0
2022-01-07,423.5,434.85,414.55,418.0,115281.0
2022-01-10,424.95,434.0,407.0,412.65,57498.0
2022-01-11,412.2,417.2,402.0,404.85,48464.0
