open,high,low,close,volume,timestamp
3.4,3.4,3.4,3.4,100.0,1633667400.0
3.4,3.4,3.4,3.4,0.0,1633671060.0
3.4,3.4,3.4,3.4,0.0,1633671300.0
3.4,3.4,3.4,3.4,0.0,1633671600.0
3.4,3.4,3.4,3.4,0.0,1633671900.0
3.4,3.4,3.4,3.4,0.0,1633672200.0
3.4,3.4,3.4,3.4,0.0,1633672500.0
3.4,3.4,3.4,3.4,0.0,1633672800.0
3.4,3.45,3.4,3.45,100.0,1633673100.0
3.45,3.45,3.45,3.45,0.0,1633673400.0
3.45,3.45,3.45,3.45,0.0,1633673700.0
3.45,3.45,3.45,3.45,0.0,1633674000.0
3.45,3.45,3.45,3.45,0.0,1633674300.0
3.45,3.45,3.45,3.45,0.0,1633674600.0
3.45,3.45,3.45,3.45,0.0,1633674900.0
3.45,3.45,3.45,3.45,0.0,1633675200.0
3.45,3.45,3.45,3.45,0.0,1633675500.0
3.45,3.45,3.45,3.45,0.0,1633686600.0
3.45,3.45,3.45,3.45,0.0,1633686900.0
