open,high,low,close,volume,timestamp
529.75,578.05,529.75,578.05,106.0,1624333560.0
578.05,578.05,578.05,578.05,0.0,1624333800.0
574.75,574.75,561.7,561.7,23.0,1624334280.0
569.3,579.6,561.7,579.6,37.0,1624334400.0
579.6,579.6,571.95,574.7,20.0,1624334700.0
574.7,574.7,574.7,574.7,0.0,1624335000.0
565.55,565.55,565.55,565.55,73.0,1624335600.0
565.55,575.3,565.55,568.7,60.0,1624335900.0
576.3,576.3,567.7,567.7,158.0,1624336200.0
576.3,577.0,566.7,577.0,95.0,1624336500.0
577.0,577.0,577.0,577.0,0.0,1624336800.0
567.7,574.3,567.7,569.3,48.0,1624337100.0
569.3,569.3,569.3,569.3,0.0,1624337400.0
569.3,574.3,567.7,569.3,35.0,1624337700.0
569.3,577.3,569.3,577.0,47.0,1624338000.0
569.7,574.3,567.8,567.8,28.0,1624338300.0
569.7,577.3,569.7,570.7,126.0,1624338600.0
570.7,577.3,570.7,575.75,67.0,1624338900.0
575.75,575.75,575.75,575.75,0.0,1624339200.0
575.75,575.75,575.75,575.75,0.0,1624339500.0
575.75,575.75,575.75,575.75,0.0,1624339800.0
575.75,575.75,575.75,575.75,0.0,1624340100.0
575.75,575.75,575.75,575.75,0.0,1624340400.0
575.75,575.75,575.75,575.75,0.0,1624340700.0
569.7,576.3,546.05,567.3,338.0,1624341300.0
567.3,567.3,567.3,567.3,0.0,1624341600.0
555.75,567.3,555.75,562.3,195.0,1624341900.0
562.3,562.3,562.3,562.3,0.0,1624342200.0
562.3,568.3,562.3,565.55,136.0,1624342500.0
565.55,568.3,564.7,568.3,159.0,1624342800.0
568.3,568.3,564.7,567.3,124.0,1624343100.0
568.3,568.3,564.75,566.0,56.0,1624343580.0
565.7,565.7,565.7,565.7,25.0,1624343700.0
565.7,565.95,565.55,565.55,10.0,1624344000.0
565.55,565.55,565.55,565.55,0.0,1624344300.0
565.55,565.55,565.55,565.55,0.0,1624344600.0
565.55,565.55,563.7,563.7,9.0,1624344900.0
563.7,563.7,563.7,563.7,0.0,1624345200.0
563.7,563.7,563.7,563.7,0.0,1624345500.0
563.7,568.2,557.7,568.2,90.0,1624345800.0
568.2,568.2,563.7,564.7,119.0,1624346100.0
564.7,564.7,564.7,564.7,0.0,1624346400.0
564.7,564.7,564.7,564.7,0.0,1624346700.0
564.7,564.7,564.7,564.7,0.0,1624347000.0
564.7,564.7,564.7,564.7,0.0,1624347300.0
564.7,564.7,561.1,561.1,10.0,1624347600.0
561.1,561.1,561.1,561.1,0.0,1624347900.0
561.1,561.1,561.1,561.1,0.0,1624348200.0
561.1,561.1,561.1,561.1,0.0,1624348500.0
561.1,561.1,561.1,561.1,0.0,1624348800.0
561.1,561.1,561.1,561.1,0.0,1624349100.0
561.1,561.1,561.1,561.1,0.0,1624349400.0
561.1,567.3,561.1,567.3,24.0,1624349700.0
562.7,568.9,562.7,562.7,158.0,1624350000.0
562.7,567.3,557.7,557.9,287.0,1624350300.0
557.7,567.3,556.7,565.8,155.0,1624350600.0
557.7,565.3,557.7,565.3,41.0,1624350900.0
565.3,567.3,557.7,567.3,232.0,1624351200.0
559.7,567.3,559.7,566.0,141.0,1624351500.0
566.0,566.0,566.0,566.0,0.0,1624351800.0
566.0,566.0,566.0,566.0,0.0,1624352100.0
566.0,566.0,566.0,566.0,0.0,1624352400.0
566.0,569.95,552.55,560.0,1001.0,1624352700.0
560.0,569.3,560.0,569.3,2.0,1624353000.0
569.3,569.3,569.3,569.3,0.0,1624353300.0
569.3,569.3,569.3,569.3,0.0,1624353600.0
569.3,569.3,569.3,569.3,0.0,1624353900.0
569.05,569.3,569.05,569.3,20.0,1624354200.0
569.3,569.3,569.3,569.3,0.0,1624354500.0
