open,high,low,close,volume,timestamp
185.22,192.85,185.22,187.18,880338.0,1755488700.0
187.2,188.8,186.0,188.49,426947.0,1755489000.0
188.5,188.7,185.22,185.22,264551.0,1755489300.0
185.22,185.22,185.22,185.22,86465.0,1755489600.0
185.22,185.22,185.22,185.22,10807.0,1755489900.0
185.22,185.22,185.22,185.22,28912.0,1755490200.0
185.22,187.6,185.22,185.79,571969.0,1755490500.0
185.79,190.57,185.22,190.44,199220.0,1755490800.0
190.24,192.16,189.5,190.91,205070.0,1755491100.0
190.92,191.99,188.57,188.57,100783.0,1755491400.0
188.89,192.0,187.71,191.99,135740.0,1755491700.0
192.01,192.01,190.37,191.5,32272.0,1755492000.0
191.6,193.68,191.6,193.2,93188.0,1755492300.0
193.1,194.79,193.1,194.1,68709.0,1755492600.0
194.38,195.18,194.05,194.37,65376.0,1755492900.0
194.34,195.0,194.04,194.35,102905.0,1755493200.0
194.04,195.02,192.64,194.05,80103.0,1755493500.0
194.44,194.67,193.55,193.55,23519.0,1755493800.0
193.85,194.0,191.51,192.0,29186.0,1755494100.0
192.0,192.0,191.03,191.65,34816.0,1755494400.0
191.41,191.81,191.0,191.81,16773.0,1755494700.0
191.78,191.85,191.1,191.78,9067.0,1755495000.0
191.81,192.71,191.81,192.46,12047.0,1755495300.0
192.64,192.98,192.45,192.62,7259.0,1755495600.0
192.31,192.65,192.22,192.61,4447.0,1755495900.0
192.61,192.61,192.25,192.25,7026.0,1755496200.0
192.2,192.28,191.32,191.99,7836.0,1755496500.0
191.99,192.0,191.3,191.3,6118.0,1755496800.0
191.2,191.6,191.2,191.45,12638.0,1755497100.0
191.6,192.0,191.5,191.5,9262.0,1755497400.0
191.45,191.99,191.26,191.88,3593.0,1755497700.0
191.88,191.88,191.2,191.56,3594.0,1755498000.0
191.56,191.56,188.67,188.97,65670.0,1755498300.0
188.93,189.11,188.19,189.08,23241.0,1755498600.0
189.1,190.0,188.93,189.82,18405.0,1755498900.0
189.86,189.99,189.17,189.38,19437.0,1755499200.0
189.38,189.52,189.0,189.45,3094.0,1755499500.0
189.23,189.4,188.8,189.25,6423.0,1755499800.0
189.25,189.45,188.8,189.1,8243.0,1755500100.0
189.0,189.0,188.8,188.92,5386.0,1755500400.0
188.92,189.0,187.84,188.04,13302.0,1755500700.0
188.37,190.0,188.0,189.57,23612.0,1755501000.0
189.57,189.87,188.42,188.94,11952.0,1755501300.0
188.89,189.0,188.23,189.0,14377.0,1755501600.0
189.47,189.59,188.79,189.0,10050.0,1755501900.0
189.0,189.0,188.16,188.52,8315.0,1755502200.0
188.83,188.87,188.25,188.55,4946.0,1755502500.0
188.65,188.65,188.0,188.34,17602.0,1755502800.0
188.33,189.89,188.01,189.61,26479.0,1755503100.0
189.19,189.65,189.0,189.38,14699.0,1755503400.0
189.16,189.36,189.0,189.0,12647.0,1755503700.0
188.5,188.6,187.4,187.83,41920.0,1755504000.0
187.31,188.37,185.25,188.12,191134.0,1755504300.0
187.91,188.2,187.02,187.77,10078.0,1755504600.0
187.7,188.4,187.3,187.91,14520.0,1755504900.0
188.0,188.91,187.22,188.0,24975.0,1755505200.0
187.9,188.23,187.22,188.0,24020.0,1755505500.0
188.0,188.2,187.6,187.99,32013.0,1755505800.0
187.62,187.97,187.07,187.66,7062.0,1755506100.0
187.66,187.67,186.0,187.67,68465.0,1755506400.0
187.66,187.79,186.32,187.79,13697.0,1755506700.0
186.81,187.0,186.5,186.88,5297.0,1755507000.0
186.53,186.99,186.5,186.75,4511.0,1755507300.0
186.6,186.74,185.9,186.64,20132.0,1755507600.0
186.64,187.2,185.31,187.0,41277.0,1755507900.0
187.01,187.79,185.75,186.3,29761.0,1755508200.0
186.11,186.3,185.31,186.2,13341.0,1755508500.0
186.2,186.84,185.34,186.79,15481.0,1755508800.0
186.79,187.0,186.32,186.99,5435.0,1755509100.0
186.99,186.99,186.11,186.85,10568.0,1755509400.0
186.85,188.84,186.21,188.84,27924.0,1755509700.0
188.07,188.07,185.8,186.42,30820.0,1755510000.0
186.01,186.5,185.82,186.01,15374.0,1755510300.0
186.0,186.5,185.34,186.4,40491.0,1755510600.0
186.4,186.84,185.99,186.25,33802.0,1755510900.0
