open,high,low,close,volume,timestamp
326.7,331.1,326.7,331.1,54.0,1766375160.0
331.1,331.1,331.1,331.1,96.0,1766375400.0
331.1,339.8,331.1,339.8,10.0,1766375700.0
339.8,339.8,339.8,339.8,200.0,1766376000.0
339.8,339.8,339.8,339.8,0.0,1766376300.0
339.8,339.8,339.8,339.8,0.0,1766376600.0
339.8,339.8,339.8,339.8,50.0,1766376900.0
339.8,339.8,339.8,339.8,0.0,1766377200.0
339.8,339.8,335.0,335.0,55.0,1766377500.0
335.0,335.0,335.0,335.0,0.0,1766377800.0
335.0,335.0,335.0,335.0,4.0,1766378100.0
335.0,335.0,335.0,335.0,0.0,1766378400.0
335.0,342.5,335.0,342.5,101.0,1766378700.0
342.5,344.15,342.5,344.15,5.0,1766379000.0
344.15,344.15,335.0,335.0,1.0,1766379300.0
335.0,344.15,335.0,344.15,1.0,1766379600.0
344.15,344.15,344.15,344.15,0.0,1766379900.0
344.15,344.15,344.15,344.15,0.0,1766380200.0
335.0,335.0,335.0,335.0,22.0,1766380500.0
335.0,335.0,335.0,335.0,0.0,1766380800.0
335.0,335.0,335.0,335.0,0.0,1766381100.0
335.0,335.0,335.0,335.0,0.0,1766381400.0
335.0,335.0,335.0,335.0,0.0,1766381700.0
335.0,335.0,335.0,335.0,0.0,1766382000.0
335.0,335.0,335.0,335.0,0.0,1766382300.0
335.0,335.0,335.0,335.0,0.0,1766382600.0
335.0,335.0,335.0,335.0,0.0,1766382900.0
335.0,335.0,335.0,335.0,0.0,1766383200.0
335.0,335.0,335.0,335.0,0.0,1766383500.0
335.0,335.0,335.0,335.0,0.0,1766383800.0
335.0,335.0,335.0,335.0,0.0,1766384100.0
335.0,335.0,335.0,335.0,0.0,1766384400.0
335.0,335.0,335.0,335.0,0.0,1766384700.0
335.0,335.0,335.0,335.0,0.0,1766385000.0
335.0,335.0,335.0,335.0,0.0,1766385300.0
335.0,335.0,335.0,335.0,0.0,1766385600.0
335.0,335.0,335.0,335.0,0.0,1766385900.0
335.0,336.0,335.0,336.0,10.0,1766386200.0
336.0,336.0,336.0,336.0,0.0,1766386500.0
336.0,336.0,336.0,336.0,0.0,1766386800.0
336.0,336.0,334.2,334.2,149.0,1766387100.0
334.2,334.2,334.2,334.2,0.0,1766387400.0
334.2,334.2,334.2,334.2,80.0,1766387700.0
336.0,336.0,336.0,336.0,350.0,1766388000.0
336.0,336.0,336.0,336.0,1.0,1766388300.0
336.0,336.0,334.2,334.2,29.0,1766388600.0
331.5,331.5,331.5,331.5,15.0,1766388900.0
331.5,331.5,331.5,331.5,0.0,1766389200.0
333.15,333.15,333.15,333.15,1.0,1766389500.0
333.15,333.15,333.15,333.15,0.0,1766389800.0
333.15,333.15,333.15,333.15,0.0,1766390100.0
333.15,333.15,333.15,333.15,0.0,1766390400.0
333.15,333.15,333.15,333.15,0.0,1766390700.0
333.15,334.8,333.15,334.8,6.0,1766391000.0
334.8,335.95,334.8,335.95,17.0,1766391300.0
335.95,335.95,335.95,335.95,0.0,1766391600.0
335.95,335.95,335.95,335.95,0.0,1766391900.0
335.95,335.95,335.95,335.95,0.0,1766392200.0
335.95,335.95,335.95,335.95,0.0,1766392500.0
335.95,335.95,334.8,334.8,10.0,1766392800.0
334.8,334.8,334.8,334.8,0.0,1766393100.0
334.8,334.8,334.8,334.8,0.0,1766393400.0
334.8,334.8,334.8,334.8,0.0,1766393700.0
334.8,334.8,334.8,334.8,0.0,1766394000.0
334.8,336.0,334.8,336.0,68.0,1766394300.0
336.0,336.0,336.0,336.0,0.0,1766394600.0
336.0,336.0,336.0,336.0,0.0,1766394900.0
336.0,336.0,336.0,336.0,0.0,1766395200.0
336.0,336.0,336.0,336.0,0.0,1766395500.0
336.0,336.0,336.0,336.0,0.0,1766395800.0
336.0,336.0,336.0,336.0,3.0,1766396100.0
336.0,336.0,336.0,336.0,3.0,1766396400.0
336.0,336.0,336.0,336.0,0.0,1766396700.0
336.0,336.0,336.0,336.0,0.0,1766397000.0
336.0,336.0,331.3,331.3,85.0,1766397300.0
